invoiceNumber,po_id,amount,issue_date,due_date,paid_date,status,late_payment_flag,supplierReference,glAccount,costCenter,invoiceText,postingDate
INV-b8f65be8,PO-3b5bf11537,2476.91,2024-10-07T20:20:19,2024-11-06T20:20:19,2024-10-23T20:20:19,paid,False,7657269234726,GL-1141,CC-MKT-EM_AUT_2024_001,Invoice for PO PO-3b5bf11537,2024-10-14 20:20:19
INV-f07f75a6,PO-3b5bf11537,2926.29,2024-10-06T20:20:19,2024-11-05T20:20:19,2024-10-21T20:20:19,paid,False,6811808293044,GL-1028,CC-MKT-EM_AUT_2024_001,Invoice for PO PO-3b5bf11537,2024-10-08 20:20:19
INV-4d9b9271,PO-3b5bf11537,2596.8,2024-10-08T20:20:19,2024-11-07T20:20:19,2024-11-26T20:20:19,paid,True,1422627277808,GL-1051,CC-MKT-EM_AUT_2024_001,Invoice for PO PO-3b5bf11537,2024-10-14 20:20:19
INV-16542258,PO-3c0023b881,274.59,2024-10-24T15:41:46,2025-01-22T15:41:46,2025-01-10T15:41:46,paid,False,4877141594462,GL-1004,CC-MKT-EL_AUT_2024_001,Invoice for PO PO-3c0023b881,2024-10-28 15:41:46
INV-5cfffae8,PO-3c0023b881,250.93,2024-10-26T15:41:46,2025-01-24T15:41:46,2025-01-13T15:41:46,paid,False,0734351705771,GL-1159,CC-MKT-EL_AUT_2024_001,Invoice for PO PO-3c0023b881,2024-10-29 15:41:46
INV-f1054d48,PO-3c0023b881,296.1,2024-10-25T15:41:46,2025-01-23T15:41:46,2025-01-12T15:41:46,paid,False,1748909780447,GL-1169,CC-MKT-EL_AUT_2024_001,Invoice for PO PO-3c0023b881,2024-10-27 15:41:46
INV-5b24dd5c,PO-3c44b73c5e,69.73,2024-05-30T02:17:33,2024-07-29T02:17:33,2024-07-22T02:17:33,paid,False,3839616765006,GL-1143,CC-MKT-ADIDAS_LRC_001,Invoice for PO PO-3c44b73c5e,2024-05-31 02:17:33
INV-7b5153f4,PO-3c44b73c5e,66.85,2024-05-29T02:17:33,2024-07-28T02:17:33,2024-07-16T02:17:33,paid,False,2695171469435,GL-1110,CC-MKT-ADIDAS_LRC_001,Invoice for PO PO-3c44b73c5e,2024-06-02 02:17:33
INV-794c3aeb,PO-3c44b73c5e,66.3,2024-05-29T02:17:33,2024-07-28T02:17:33,2024-07-13T02:17:33,paid,False,0582739517559,GL-1091,CC-MKT-ADIDAS_LRC_001,Invoice for PO PO-3c44b73c5e,2024-06-01 02:17:33
INV-20c14718,PO-3c63c1c4aa,3306.62,2024-11-20T22:49:34,2024-12-20T22:49:34,2024-12-08T22:49:34,paid,False,9743333898401,GL-1200,CC-MKT-EL_HOL_2024_001,Invoice for PO PO-3c63c1c4aa,2024-11-24 22:49:34
INV-7c9f1b03,PO-3c63c1c4aa,3385.34,2024-11-22T22:49:34,2024-12-22T22:49:34,2024-12-16T22:49:34,paid,False,3638108973796,GL-1032,CC-MKT-EL_HOL_2024_001,Invoice for PO PO-3c63c1c4aa,2024-11-26 22:49:34
INV-f65a306b,PO-3c63c1c4aa,4077.94,2024-11-21T22:49:34,2024-12-21T22:49:34,2024-12-18T22:49:34,paid,False,9950336622302,GL-1042,CC-MKT-EL_HOL_2024_001,Invoice for PO PO-3c63c1c4aa,2024-11-22 22:49:34
INV-9f494857,PO-3ca5943ae8,956.33,2024-09-24T03:30:24,2024-12-23T03:30:24,2025-01-16T03:30:24,paid,True,7677791649287,GL-1072,CC-MKT-DY_B2S_2024_001,Invoice for PO PO-3ca5943ae8,2024-10-03 03:30:24
INV-5134ceaf,PO-3ca5943ae8,983.01,2024-09-26T03:30:24,2024-12-25T03:30:24,2024-12-23T03:30:24,paid,False,4499614309382,GL-1146,CC-MKT-DY_B2S_2024_001,Invoice for PO PO-3ca5943ae8,2024-10-05 03:30:24
INV-ede2f29d,PO-3ca5943ae8,1235.09,2024-09-22T03:30:24,2024-12-21T03:30:24,2024-12-06T03:30:24,paid,False,6442118294928,GL-1107,CC-MKT-DY_B2S_2024_001,Invoice for PO PO-3ca5943ae8,2024-09-25 03:30:24
INV-e49516ab,PO-3cf443b3d0,877.19,2024-09-22T14:49:30,2024-10-22T14:49:30,2024-10-10T14:49:30,paid,False,9003166312223,GL-1162,CC-MKT-NS_NESQ_2024_001,Invoice for PO PO-3cf443b3d0,2024-09-25 14:49:30
INV-22632156,PO-3cf443b3d0,744.37,2024-09-21T14:49:30,2024-10-21T14:49:30,2024-10-28T14:49:30,paid,True,0967622633828,GL-1123,CC-MKT-NS_NESQ_2024_001,Invoice for PO PO-3cf443b3d0,2024-09-28 14:49:30
INV-f42156d6,PO-3dbb70f9ba,1514.35,2024-11-24T06:10:17,2025-02-22T06:10:17,2025-02-08T06:10:17,paid,False,3781811623318,GL-1154,CC-MKT-EL_HOL_2024_001,Invoice for PO PO-3dbb70f9ba,2024-11-29 06:10:17
INV-ad16d70b,PO-3dbb70f9ba,1287.08,2024-11-27T06:10:17,2025-02-25T06:10:17,2025-03-05T06:10:17,paid,True,5265524751530,GL-1088,CC-MKT-EL_HOL_2024_001,Invoice for PO PO-3dbb70f9ba,2024-12-02 06:10:17
INV-07101e81,PO-3dd8e06f33,145.85,2024-08-27T01:31:36,2024-11-25T01:31:36,2024-11-10T01:31:36,paid,False,9980436151754,GL-1010,CC-MKT-NS_NESQ_2024_001,Invoice for PO PO-3dd8e06f33,2024-08-29 01:31:36
INV-20e98d9a,PO-3dd8e06f33,156.32,2024-08-28T01:31:36,2024-11-26T01:31:36,2024-11-15T01:31:36,paid,False,9491330326143,GL-1172,CC-MKT-NS_NESQ_2024_001,Invoice for PO PO-3dd8e06f33,2024-09-03 01:31:36
INV-5468ede3,PO-3dd8e06f33,142.7,2024-08-27T01:31:36,2024-11-25T01:31:36,2024-11-11T01:31:36,paid,False,8970204833211,GL-1136,CC-MKT-NS_NESQ_2024_001,Invoice for PO PO-3dd8e06f33,2024-09-02 01:31:36
INV-06d34787,PO-3e44d9f075,1107.2,2026-01-04T20:48:26,2026-04-04T20:48:26,2026-05-04T20:48:26,paid,True,9795754161091,GL-1117,CC-165,Invoice for PO PO-3e44d9f075,2026-01-13 20:48:26
INV-1b522640,PO-3e44d9f075,1280.05,2025-12-31T20:48:26,2026-03-31T20:48:26,2026-03-19T20:48:26,paid,False,1364192611161,GL-1134,CC-165,Invoice for PO PO-3e44d9f075,2026-01-05 20:48:26
INV-f6fb9b51,PO-3f40027460,2000.0,2024-05-24T14:39:49,2024-06-23T14:39:49,2024-06-13T14:39:49,paid,False,6649178188338,GL-1151,CC-MKT-ADIDAS_LRC_001,Invoice for PO PO-3f40027460,2024-05-26 14:39:49
INV-be8d4a92,PO-3facdd68ec,74500.75,2023-10-03T20:42:11,2023-11-02T20:42:11,2023-10-27T20:42:11,paid,False,2604454155323,GL-1103,CC-158,Invoice for PO PO-3facdd68ec,2023-10-04 20:42:11
INV-2f7b2eb6,PO-3facdd68ec,72302.37,2023-10-04T20:42:11,2023-11-03T20:42:11,2023-10-29T20:42:11,paid,False,6708605895642,GL-1000,CC-158,Invoice for PO PO-3facdd68ec,2023-10-13 20:42:11
INV-8beda4ca,PO-3facdd68ec,70445.49,2023-10-06T20:42:11,2023-11-05T20:42:11,2023-11-01T20:42:11,paid,False,7765480960703,GL-1110,CC-158,Invoice for PO PO-3facdd68ec,2023-10-09 20:42:11
INV-0646b574,PO-4002f20860,2622.02,2024-07-22T05:18:26,2024-10-20T05:18:26,2024-10-15T05:18:26,paid,False,4505598016380,GL-1173,CC-MKT-EM_BEDSET_2024_001,Invoice for PO PO-4002f20860,2024-07-29 05:18:26
INV-c255ebb6,PO-4002f20860,2559.69,2024-07-23T05:18:26,2024-10-21T05:18:26,,overdue,False,5955794578509,GL-1195,CC-MKT-EM_BEDSET_2024_001,Invoice for PO PO-4002f20860,2024-07-24 05:18:26
INV-7562d0d7,PO-4002f20860,2600.54,2024-07-23T05:18:26,2024-10-21T05:18:26,,overdue,False,1052042982706,GL-1028,CC-MKT-EM_BEDSET_2024_001,Invoice for PO PO-4002f20860,2024-07-24 05:18:26
INV-507a5161,PO-400a5632f7,95.37,2025-01-16T06:37:07,2025-04-16T06:37:07,2025-04-02T06:37:07,paid,False,7528530270845,GL-1009,CC-MKT-DY_WIN_2024_001,Invoice for PO PO-400a5632f7,2025-01-19 06:37:07
INV-ab3cea10,PO-400a5632f7,104.6,2025-01-15T06:37:07,2025-04-15T06:37:07,2025-04-07T06:37:07,paid,False,1074700044151,GL-1014,CC-MKT-DY_WIN_2024_001,Invoice for PO PO-400a5632f7,2025-01-16 06:37:07
INV-7cc9f750,PO-400a5632f7,99.98,2025-01-18T06:37:07,2025-04-18T06:37:07,2025-04-03T06:37:07,paid,False,6048423727504,GL-1084,CC-MKT-DY_WIN_2024_001,Invoice for PO PO-400a5632f7,2025-01-20 06:37:07
INV-b95edd8f,PO-408c5677b5,8000.0,2024-07-14T18:59:00,2024-08-13T18:59:00,2024-08-06T18:59:00,paid,False,9902008137492,GL-1121,CC-MKT-EM_BEDSET_2024_001,Invoice for PO PO-408c5677b5,2024-07-22 18:59:00
INV-7ca5075a,PO-40b0922e00,60329.53,2025-10-13T20:58:24,2025-11-12T20:58:24,2025-11-07T20:58:24,paid,False,9233460231696,GL-1007,CC-131,Invoice for PO PO-40b0922e00,2025-10-23 20:58:24
INV-5609993b,PO-40b0922e00,63596.56,2025-10-13T20:58:24,2025-11-12T20:58:24,2025-11-18T20:58:24,paid,True,3541472205311,GL-1086,CC-131,Invoice for PO PO-40b0922e00,2025-10-21 20:58:24
INV-0ad368f3,PO-40b0922e00,57283.09,2025-10-14T20:58:24,2025-11-13T20:58:24,2025-11-10T20:58:24,paid,False,8435579435106,GL-1085,CC-131,Invoice for PO PO-40b0922e00,2025-10-15 20:58:24
INV-e0f97235,PO-40dfa1ca52,12218.19,2025-11-13T21:03:37,2026-02-11T21:03:37,2026-01-27T21:03:37,paid,False,4393483968803,GL-1071,CC-155,Invoice for PO PO-40dfa1ca52,2025-11-20 21:03:37
INV-d4d5ef5b,PO-40dfa1ca52,14359.96,2025-11-16T21:03:37,2026-02-14T21:03:37,2026-02-12T21:03:37,paid,False,7958071117703,GL-1016,CC-155,Invoice for PO PO-40dfa1ca52,2025-11-18 21:03:37
INV-5da5c98d,PO-40e03b7b10,785.02,2023-05-01T20:38:15,2023-07-30T20:38:15,2023-07-17T20:38:15,paid,False,3669718522050,GL-1183,CC-172,Invoice for PO PO-40e03b7b10,2023-05-02 20:38:15
INV-61e30c5b,PO-40e03b7b10,767.81,2023-04-30T20:38:15,2023-07-29T20:38:15,2023-07-15T20:38:15,paid,False,1739219973100,GL-1147,CC-172,Invoice for PO PO-40e03b7b10,2023-05-06 20:38:15
INV-c6bf7312,PO-40e03b7b10,750.8,2023-05-02T20:38:15,2023-07-31T20:38:15,2023-07-25T20:38:15,paid,False,8774116214478,GL-1008,CC-172,Invoice for PO PO-40e03b7b10,2023-05-11 20:38:15
INV-5bea2451,PO-414bbee1e0,30000.0,2024-05-17T13:30:46,2024-07-16T13:30:46,2024-07-06T13:30:46,paid,False,7118201036834,GL-1152,CC-MKT-EL_MD_2024_001,Invoice for PO PO-414bbee1e0,2024-05-21 13:30:46
INV-50e7a20b,PO-416e573a07,29457.68,2024-02-13T23:27:16,2024-05-13T23:27:16,2024-05-12T23:27:16,paid,False,0093478178876,GL-1190,CC-MKT-ADIDAS_UL_001,Invoice for PO PO-416e573a07,2024-02-18 23:27:16
INV-66676a6c,PO-416e573a07,35542.32,2024-02-14T23:27:16,2024-05-14T23:27:16,2024-05-01T23:27:16,paid,False,6539622308149,GL-1062,CC-MKT-ADIDAS_UL_001,Invoice for PO PO-416e573a07,2024-02-22 23:27:16
INV-ebeb1ff3,PO-42bcf15ee7,34292.61,2024-10-08T20:50:35,2024-12-07T20:50:35,2024-11-25T20:50:35,paid,False,6517826544617,GL-1082,CC-154,Invoice for PO PO-42bcf15ee7,2024-10-18 20:50:35
INV-397570a1,PO-42bcf15ee7,34590.14,2024-10-07T20:50:35,2024-12-06T20:50:35,2024-11-25T20:50:35,paid,False,5484820978087,GL-1183,CC-154,Invoice for PO PO-42bcf15ee7,2024-10-14 20:50:35
INV-cef14bc3,PO-42bcf15ee7,26559.4,2024-10-08T20:50:35,2024-12-07T20:50:35,2024-11-26T20:50:35,paid,False,9413310316838,GL-1110,CC-154,Invoice for PO PO-42bcf15ee7,2024-10-15 20:50:35
INV-13e6c89b,PO-42cb3224f2,13092.1,2023-11-06T20:43:02,2024-02-04T20:43:02,2024-02-18T20:43:02,paid,True,7997238672945,GL-1194,CC-153,Invoice for PO PO-42cb3224f2,2023-11-09 20:43:02
INV-523dcb9c,PO-4333728018,2560.82,2024-02-16T18:27:05,2024-04-16T18:27:05,2024-04-04T18:27:05,paid,False,8903960444223,GL-1153,CC-MKT-NS_FIT_2024_001,Invoice for PO PO-4333728018,2024-02-26 18:27:05
INV-a603fd99,PO-4333728018,2878.76,2024-02-14T18:27:05,2024-04-14T18:27:05,2024-04-05T18:27:05,paid,False,2481932262441,GL-1161,CC-MKT-NS_FIT_2024_001,Invoice for PO PO-4333728018,2024-02-21 18:27:05
INV-69c2b191,PO-4333728018,2560.42,2024-02-13T18:27:05,2024-04-13T18:27:05,2024-04-07T18:27:05,paid,False,8943158329758,GL-1053,CC-MKT-NS_FIT_2024_001,Invoice for PO PO-4333728018,2024-02-17 18:27:05
INV-2be5afb6,PO-434ec03078,4219.16,2024-10-26T20:58:20,2025-01-24T20:58:20,,overdue,False,7430170652908,GL-1010,CC-142,Invoice for PO PO-434ec03078,2024-10-27 20:58:20
INV-bcd47db2,PO-434ec03078,3658.28,2024-10-28T20:58:20,2025-01-26T20:58:20,2025-01-16T20:58:20,paid,False,1545512845989,GL-1191,CC-142,Invoice for PO PO-434ec03078,2024-10-29 20:58:20
INV-5974b830,PO-434ec03078,3864.3,2024-10-30T20:58:20,2025-01-28T20:58:20,2025-01-16T20:58:20,paid,False,6585782234958,GL-1176,CC-142,Invoice for PO PO-434ec03078,2024-10-31 20:58:20
INV-5a938013,PO-44057a9984,383.76,2024-08-15T11:47:39,2024-09-14T11:47:39,2024-08-31T11:47:39,paid,False,6391586700762,GL-1011,CC-MKT-NS_NESQ_2024_001,Invoice for PO PO-44057a9984,2024-08-18 11:47:39
INV-7843d24e,PO-44057a9984,351.15,2024-08-16T11:47:39,2024-09-15T11:47:39,2024-09-28T11:47:39,paid,True,8393639502291,GL-1041,CC-MKT-NS_NESQ_2024_001,Invoice for PO PO-44057a9984,2024-08-17 11:47:39
INV-f6352e27,PO-44525847c0,77655.12,2024-11-07T20:44:51,2025-02-05T20:44:51,2025-03-01T20:44:51,paid,True,1194942274250,GL-1143,CC-100,Invoice for PO PO-44525847c0,2024-11-15 20:44:51
INV-b1df6bad,PO-44525847c0,75135.47,2024-11-05T20:44:51,2025-02-03T20:44:51,2025-01-31T20:44:51,paid,False,6513112709005,GL-1086,CC-100,Invoice for PO PO-44525847c0,2024-11-15 20:44:51
INV-8e21f7b1,PO-44525847c0,97209.41,2024-11-05T20:44:51,2025-02-03T20:44:51,2025-02-01T20:44:51,paid,False,2739877922341,GL-1086,CC-100,Invoice for PO PO-44525847c0,2024-11-14 20:44:51
INV-e27fc1c9,PO-4550231de9,47004.85,2024-03-26T21:01:04,2024-06-24T21:01:04,2024-06-15T21:01:04,paid,False,8280681882306,GL-1036,CC-118,Invoice for PO PO-4550231de9,2024-03-28 21:01:04
INV-49834531,PO-4550231de9,51606.76,2024-03-30T21:01:04,2024-06-28T21:01:04,2024-07-28T21:01:04,paid,True,5165240423523,GL-1052,CC-118,Invoice for PO PO-4550231de9,2024-04-02 21:01:04
INV-228a9db3,PO-45f723844d,242.52,2024-08-12T15:58:17,2024-10-11T15:58:17,2024-09-28T15:58:17,paid,False,2672989430635,GL-1050,CC-MKT-NS_NESQ_2024_001,Invoice for PO PO-45f723844d,2024-08-14 15:58:17
INV-cd1dbe90,PO-45f723844d,260.21,2024-08-13T15:58:17,2024-10-12T15:58:17,2024-10-22T15:58:17,paid,True,4690596370494,GL-1131,CC-MKT-NS_NESQ_2024_001,Invoice for PO PO-45f723844d,2024-08-22 15:58:17
INV-2c61e56a,PO-463d5079b0,115.77,2025-01-09T10:06:52,2025-02-08T10:06:52,2025-02-05T10:06:52,paid,False,2697731196737,GL-1044,CC-MKT-EL_VOGUE_2024_001,Invoice for PO PO-463d5079b0,2025-01-10 10:06:52
INV-d30490dc,PO-463d5079b0,123.14,2025-01-10T10:06:52,2025-02-09T10:06:52,2025-02-03T10:06:52,paid,False,2309675720656,GL-1159,CC-MKT-EL_VOGUE_2024_001,Invoice for PO PO-463d5079b0,2025-01-14 10:06:52
INV-5ccd7f10,PO-464068fa65,151985.24,2025-02-02T20:52:51,2025-04-03T20:52:51,2025-03-25T20:52:51,paid,False,3740750242219,GL-1066,CC-155,Invoice for PO PO-464068fa65,2025-02-12 20:52:51
INV-e25b5fe2,PO-468b12bbea,674.88,2024-06-17T02:05:11,2024-07-17T02:05:11,2024-07-12T02:05:11,paid,False,7780371400717,GL-1185,CC-MKT-NS_VIT_2024_001,Invoice for PO PO-468b12bbea,2024-06-27 02:05:11
INV-0e43dbf8,PO-468b12bbea,814.63,2024-06-20T02:05:11,2024-07-20T02:05:11,2024-07-16T02:05:11,paid,False,9398374496057,GL-1141,CC-MKT-NS_VIT_2024_001,Invoice for PO PO-468b12bbea,2024-06-21 02:05:11
INV-09b9771e,PO-468b12bbea,736.4,2024-06-19T02:05:11,2024-07-19T02:05:11,2024-07-13T02:05:11,paid,False,3974036531302,GL-1188,CC-MKT-NS_VIT_2024_001,Invoice for PO PO-468b12bbea,2024-06-22 02:05:11
INV-a41451ed,PO-46ae754f1a,4097.89,2024-08-28T20:43:37,2024-11-26T20:43:37,2024-12-22T20:43:37,paid,True,0521506518832,GL-1114,CC-166,Invoice for PO PO-46ae754f1a,2024-09-07 20:43:37
INV-239762c2,PO-46ae754f1a,4141.99,2024-08-29T20:43:37,2024-11-27T20:43:37,2024-11-24T20:43:37,paid,False,3168973036161,GL-1161,CC-166,Invoice for PO PO-46ae754f1a,2024-09-04 20:43:37
INV-ba242f37,PO-46ae754f1a,4593.8,2024-08-30T20:43:37,2024-11-28T20:43:37,2024-11-23T20:43:37,paid,False,4917928485535,GL-1129,CC-166,Invoice for PO PO-46ae754f1a,2024-09-09 20:43:37
INV-e6a5d857,PO-46ff06511a,954.51,2024-12-05T12:10:24,2025-03-05T12:10:24,2025-02-18T12:10:24,paid,False,8395182061058,GL-1161,CC-MKT-EL_HOL_2024_001,Invoice for PO PO-46ff06511a,2024-12-11 12:10:24
INV-fa6fe2e1,PO-475610b9cd,3800.42,2024-05-22T05:11:00,2024-06-21T05:11:00,2024-06-13T05:11:00,paid,False,7791175490545,GL-1149,CC-MKT-EL_MD_2024_001,Invoice for PO PO-475610b9cd,2024-05-30 05:11:00
INV-f082cf84,PO-475610b9cd,3439.13,2024-05-23T05:11:00,2024-06-22T05:11:00,2024-07-05T05:11:00,paid,True,5583374568468,GL-1133,CC-MKT-EL_MD_2024_001,Invoice for PO PO-475610b9cd,2024-05-24 05:11:00
INV-d80cf98c,PO-47a0bfac4c,1391.64,2024-08-27T16:13:18,2024-09-26T16:13:18,2024-09-14T16:13:18,paid,False,5038890510977,GL-1109,CC-MKT-DY_B2S_2024_001,Invoice for PO PO-47a0bfac4c,2024-09-02 16:13:18
INV-18a261af,PO-47a0bfac4c,1495.09,2024-08-29T16:13:18,2024-09-28T16:13:18,2024-09-16T16:13:18,paid,False,4606848378880,GL-1197,CC-MKT-DY_B2S_2024_001,Invoice for PO PO-47a0bfac4c,2024-09-06 16:13:18
INV-2515a86b,PO-484654cf8b,810.72,2024-05-14T20:31:33,2024-07-13T20:31:33,2024-07-14T20:31:33,paid,True,8253634478017,GL-1055,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-484654cf8b,2024-05-22 20:31:33
INV-e68b6260,PO-484654cf8b,807.09,2024-05-11T20:31:33,2024-07-10T20:31:33,2024-08-05T20:31:33,paid,True,6368252491705,GL-1141,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-484654cf8b,2024-05-14 20:31:33
INV-c7fa0960,PO-484654cf8b,967.67,2024-05-14T20:31:33,2024-07-13T20:31:33,2024-07-10T20:31:33,paid,False,9184135583209,GL-1038,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-484654cf8b,2024-05-17 20:31:33
INV-cd8b55cb,PO-4867e3ae08,17112.07,2025-12-30T20:45:15,2026-01-29T20:45:15,2026-01-26T20:45:15,paid,False,3726027459122,GL-1071,CC-132,Invoice for PO PO-4867e3ae08,2025-12-31 20:45:15
INV-3812acdb,PO-4930e766f1,2695.9,2025-01-04T20:50:59,2025-04-04T20:50:59,2025-03-24T20:50:59,paid,False,8077771553914,GL-1122,CC-115,Invoice for PO PO-4930e766f1,2025-01-05 20:50:59
INV-0d2a9d76,PO-4930e766f1,2437.44,2025-01-05T20:50:59,2025-04-05T20:50:59,2025-03-22T20:50:59,paid,False,3440037646357,GL-1046,CC-115,Invoice for PO PO-4930e766f1,2025-01-10 20:50:59
INV-e5c2942e,PO-4930e766f1,2664.18,2025-01-03T20:50:59,2025-04-03T20:50:59,2025-03-25T20:50:59,paid,False,7176997678973,GL-1097,CC-115,Invoice for PO PO-4930e766f1,2025-01-08 20:50:59
INV-0510af95,PO-49f008b51b,3200.0,2024-11-10T14:44:31,2024-12-10T14:44:31,2024-12-04T14:44:31,paid,False,1649634125162,GL-1133,CC-MKT-DY_HOL_2024_001,Invoice for PO PO-49f008b51b,2024-11-19 14:44:31
INV-7149d752,PO-4d202b07c8,2000.0,2024-12-18T22:30:03,2025-02-16T22:30:03,2025-02-06T22:30:03,paid,False,8160158964691,GL-1186,CC-MKT-EM_WSF_2024_001,Invoice for PO PO-4d202b07c8,2024-12-19 22:30:03
INV-d2fe1534,PO-4e07570d6b,3599.66,2023-11-25T20:42:48,2024-02-23T20:42:48,2024-02-17T20:42:48,paid,False,8455983122218,GL-1064,CC-133,Invoice for PO PO-4e07570d6b,2023-12-02 20:42:48
INV-e5ac1c89,PO-4e07570d6b,3568.78,2023-11-28T20:42:48,2024-02-26T20:42:48,2024-02-22T20:42:48,paid,False,9371658996528,GL-1148,CC-133,Invoice for PO PO-4e07570d6b,2023-12-02 20:42:48
INV-6b30607f,PO-4e07570d6b,3722.46,2023-11-27T20:42:48,2024-02-25T20:42:48,2024-02-19T20:42:48,paid,False,6686758484831,GL-1035,CC-133,Invoice for PO PO-4e07570d6b,2023-12-07 20:42:48
INV-5b16c7c8,PO-4e1d2d6f60,1290.22,2024-12-15T01:37:53,2025-02-13T01:37:53,2025-02-11T01:37:53,paid,False,6456264273010,GL-1154,CC-MKT-DY_HOL_2024_001,Invoice for PO PO-4e1d2d6f60,2024-12-17 01:37:53
INV-2241a17d,PO-4e1d2d6f60,1116.31,2024-12-12T01:37:53,2025-02-10T01:37:53,2025-02-01T01:37:53,paid,False,1438818017078,GL-1105,CC-MKT-DY_HOL_2024_001,Invoice for PO PO-4e1d2d6f60,2024-12-13 01:37:53
INV-978de4c1,PO-4e1d2d6f60,1120.8,2024-12-13T01:37:53,2025-02-11T01:37:53,,overdue,False,9250715410378,GL-1127,CC-MKT-DY_HOL_2024_001,Invoice for PO PO-4e1d2d6f60,2024-12-23 01:37:53
INV-3f815a63,PO-4e7b41e7fc,926.52,2024-08-03T01:31:40,2024-10-02T01:31:40,2024-10-01T01:31:40,paid,False,2144417451722,GL-1150,CC-MKT-EL_SUM_2024_001,Invoice for PO PO-4e7b41e7fc,2024-08-05 01:31:40
INV-6df1479c,PO-4e7b41e7fc,990.45,2024-07-31T01:31:40,2024-09-29T01:31:40,2024-09-25T01:31:40,paid,False,8547936908649,GL-1092,CC-MKT-EL_SUM_2024_001,Invoice for PO PO-4e7b41e7fc,2024-08-02 01:31:40
INV-072c84c6,PO-4e7b41e7fc,1083.03,2024-08-03T01:31:40,2024-10-02T01:31:40,2024-10-01T01:31:40,paid,False,5034973756867,GL-1164,CC-MKT-EL_SUM_2024_001,Invoice for PO PO-4e7b41e7fc,2024-08-10 01:31:40
INV-db703a6d,PO-4e9ecf3dac,1414.52,2024-05-20T12:28:19,2024-06-19T12:28:19,2024-06-17T12:28:19,paid,False,7589304259091,GL-1121,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-4e9ecf3dac,2024-05-26 12:28:19
INV-a61b4bb6,PO-4f0e9d803c,12071.32,2024-05-25T20:45:58,2024-08-23T20:45:58,2024-08-22T20:45:58,paid,False,4962575249702,GL-1122,CC-122,Invoice for PO PO-4f0e9d803c,2024-05-26 20:45:58
INV-cc2b3c51,PO-4f0e9d803c,12127.98,2024-05-26T20:45:58,2024-08-24T20:45:58,2024-08-11T20:45:58,paid,False,4747548863228,GL-1065,CC-122,Invoice for PO PO-4f0e9d803c,2024-05-28 20:45:58
INV-d7505a0b,PO-4fa9aeebc5,37599.53,2024-07-09T21:03:03,2024-10-07T21:03:03,2024-09-26T21:03:03,paid,False,3090447021611,GL-1182,CC-145,Invoice for PO PO-4fa9aeebc5,2024-07-19 21:03:03
INV-8e42fcc9,PO-4fa9aeebc5,32392.63,2024-07-05T21:03:03,2024-10-03T21:03:03,2024-09-19T21:03:03,paid,False,9836142187597,GL-1129,CC-145,Invoice for PO PO-4fa9aeebc5,2024-07-08 21:03:03
INV-eda0fb85,PO-4fa9aeebc5,36560.09,2024-07-05T21:03:03,2024-10-03T21:03:03,2024-09-25T21:03:03,paid,False,5423662548461,GL-1165,CC-145,Invoice for PO PO-4fa9aeebc5,2024-07-08 21:03:03
INV-917fb734,PO-4fd8d70923,2252.18,2024-04-08T08:42:36,2024-06-07T08:42:36,2024-05-26T08:42:36,paid,False,3753029483299,GL-1019,CC-MKT-EM_NGHYB_2024_001,Invoice for PO PO-4fd8d70923,2024-04-10 08:42:36
INV-40ce5b38,PO-4fd8d70923,2747.82,2024-04-06T08:42:36,2024-06-05T08:42:36,2024-05-28T08:42:36,paid,False,2546303387342,GL-1192,CC-MKT-EM_NGHYB_2024_001,Invoice for PO PO-4fd8d70923,2024-04-12 08:42:36
INV-24713d06,PO-50be61fdbd,2574.74,2024-03-17T21:00:21,2024-05-16T21:00:21,2024-05-12T21:00:21,paid,False,5071397758275,GL-1122,CC-162,Invoice for PO PO-50be61fdbd,2024-03-19 21:00:21
INV-d2923c40,PO-50be61fdbd,2473.75,2024-03-18T21:00:21,2024-05-17T21:00:21,2024-05-05T21:00:21,paid,False,4389173349380,GL-1181,CC-162,Invoice for PO PO-50be61fdbd,2024-03-20 21:00:21
INV-eab77bb1,PO-515d128220,3654.15,2024-09-16T17:25:05,2024-11-15T17:25:05,2024-11-04T17:25:05,paid,False,8402568211164,GL-1047,CC-MKT-EL_AUT_2024_001,Invoice for PO PO-515d128220,2024-09-25 17:25:05
INV-46ad157d,PO-51e72adb9c,362.35,2024-09-19T11:56:49,2024-10-19T11:56:49,2024-10-12T11:56:49,paid,False,8275134986441,GL-1060,CC-MKT-EL_AUT_2024_001,Invoice for PO PO-51e72adb9c,2024-09-21 11:56:49
INV-be49f911,PO-51e72adb9c,381.68,2024-09-22T11:56:49,2024-10-22T11:56:49,2024-10-21T11:56:49,paid,False,7729048495731,GL-1138,CC-MKT-EL_AUT_2024_001,Invoice for PO PO-51e72adb9c,2024-09-26 11:56:49
INV-8c63666e,PO-5201c71d5f,250000.0,2024-01-03T20:41:38,2024-03-03T20:41:38,2024-02-26T20:41:38,paid,False,2930565681674,GL-1155,CC-175,Invoice for PO PO-5201c71d5f,2024-01-07 20:41:38
