market,company,team,campaign_id,campaign_name,hero_product,product_line,objective,month,start_date,end_date,status, budget_EUR , actual_spend_EUR ,channel,media_platform,Retargeting,billing_type, billing_unit_cost , impressions , clicks , ctr , views , vtr , sessions , conversions , conversion_rate , AOV , reach ,grp, frequency , dooh_impressions , revenue , roas 
DE,Adidas,Digital Performance,adi_042025_006,Running Performance Push,Adizero SL,Running,conversion,4,2025-04-01,2025-04-30,completed,"122,715","122,715",DISPLAY,Criteo,Y,CPC,0.55,"22,311,818","223,118",1, - , - ,"200,806","8,765",4.36,84, - ,0, - , - ,"736,260",6
DE,Adidas,Digital Performance,adi_042025_005,Outdoor Terrex Performance,Multi_Products,Multi_Products,conversion,4,2025-04-01,2025-04-30,completed,"122,715","122,715",DISPLAY,Criteo,Y,CPC,0.52,"23,599,038","235,990",1, - , - ,"212,391","8,765",4.13,84, - ,0, - , - ,"736,260",6
DE,Adidas,Digital Performance,adi_042025_001,Always-On Search,Multi_Products,Multi_Products,conversion,4,2025-04-01,2025-04-30,completed,"1,117,422","1,145,340",SEM,Google,Y,CPC,0.88,"26,030,454","1,301,522",5, - , - ,"1,171,369","109,080",9.31,84, - ,0, - , - ,"9,162,720",8
DE,Adidas,Digital Performance,adi_042025_006,Running Performance Push,Adizero SL,Running,conversion,4,2025-04-01,2025-04-30,completed,"122,715","122,715",SOCIAL,Instagram,Y,CPC,0.85,"14,437,058","144,370",1, - , - ,"129,933","8,765",6.75,84, - ,0, - , - ,"736,260",6
DE,Adidas,Digital Performance,adi_042025_005,Outdoor Terrex Performance,Multi_Products,Multi_Products,conversion,4,2025-04-01,2025-04-30,completed,"122,715","122,715",SOCIAL,Instagram,Y,CPC,0.83,"14,784,939","147,849",1, - , - ,"133,064","8,765",6.59,84, - ,0, - , - ,"736,260",6
DE,Adidas,Retail Marketing,adi_042025_012,Spring Retail Refresh,Multi_Products,Multi_Products,conversion,4,2025-04-01,2025-04-30,completed,"203,108","203,108",EMAIL,Salesforce,Y,CPC,0.25,"81,243,200","812,432",1, - , - ,"731,188","14,441",1.97,84, - ,0, - , - ,"1,218,820",6
DE,Adidas,Retail Marketing,adi_042025_007,Running Retail Promo,Adizero SL,Running,conversion,4,2025-04-01,2025-04-30,completed,"157,973","157,973",EMAIL,Salesforce,Y,CPC,0.24,"65,822,083","658,220",1, - , - ,"592,398","11,234",1.9,84, - ,0, - , - ,"948,150",6
DE,Adidas,Retail Marketing,adi_042025_012,Spring Retail Refresh,Multi_Products,Multi_Products,conversion,4,2025-04-01,2025-04-30,completed,"203,108","203,108",SOCIAL,Instagram,Y,CPC,0.68,"29,868,823","298,688",1, - , - ,"268,819","14,510",5.4,84, - ,0, - , - ,"1,218,840",6
DE,Adidas,Retail Marketing,adi_042025_012,Spring Retail Refresh,Multi_Products,Multi_Products,conversion,4,2025-04-01,2025-04-30,completed,"203,108","203,108",SOCIAL,Facebook,Y,CPC,0.55,"36,928,727","369,287",1, - , - ,"332,358","14,510",4.37,84, - ,0, - , - ,"1,218,840",6
DE,Adidas,Retail Marketing,adi_042025_007,Running Retail Promo,Adizero SL,Running,conversion,4,2025-04-01,2025-04-30,completed,"157,973","157,973",SOCIAL,Instagram,Y,CPC,0.67,"23,578,059","235,780",1, - , - ,"212,202","11,288",5.32,84, - ,0, - , - ,"948,192",6
DE,Adidas,Retail Marketing,adi_042025_007,Running Retail Promo,Adizero SL,Running,conversion,4,2025-04-01,2025-04-30,completed,"157,973","157,973",SOCIAL,Facebook,Y,CPC,0.53,"29,806,226","298,062",1, - , - ,"268,255","11,288",4.21,84, - ,0, - , - ,"948,192",6
DE,Adidas,Sports Marketing,CMP_042025_013,Marathon Activation,Adizero SL,Running,consideration,4,2025-04-01,2025-04-30,completed,"250,488","250,488",DISPLAY,YouTube,,CPC,0.4,"62,622,000","626,220",1,"31,311,000",50,"563,598","3,578",0.63,84, - ,0, - , - ,"300,552",1.2
DE,Adidas,Sports Marketing,CMP_042025_013,Marathon Activation,Adizero SL,Running,consideration,4,2025-04-01,2025-04-30,completed,"250,488","250,488",SOCIAL,Instagram,,CPC,0.65,"38,536,615","385,366",1,"19,268,307",50,"346,829","3,578",1.03,84, - ,0, - , - ,"300,552",1.2
DE,Adidas,Sports Marketing,CMP_042025_013,Marathon Activation,Adizero SL,Running,consideration,4,2025-04-01,2025-04-30,completed,"250,488","250,488",VIDEO,YouTube,,CPC,0.45,"55,664,000","556,640",1,"27,832,000",50,"500,976","3,578",0.71,84, - ,0, - , - ,"300,552",1.2
DE,Adidas,Brand Offline,adi_052025_004,Footwear Launch DOOH,Samba OG,Brand,consideration,5,2025-05-05,2025-05-29,completed,"1,287,900","1,287,900",DOOH,JCDecaux,,CPM,10,"128,790,000", - , - , - , - , - , - , - , - ,"25,758,000",0,5,"128,790,000","8,000,000",6.21
DE,Adidas,Brand Offline,adi_052025_005,Footwear Launch OOH,Supernova 3,Brand,consideration,5,2025-05-05,2025-05-29,completed,"1,287,900","1,287,900",OOH,Stroeer,,CPM,8,"160,987,500", - , - , - , - , - , - , - , - ,"32,197,500",0,5, - ,"8,000,000",6.21
DE,Adidas,Brand Offline,adi_052025_006,Footwear Launch TVC,Ultraboost Light,Brand,consideration,5,2025-05-05,2025-05-29,completed,"708,345","708,345",TVC,RTL,,CPM,25,"28,333,800", - , - , - , - , - , - , - , - ,"5,666,760",400,5, - ,"4,200,000",5.93
DE,Adidas,Brand Offline,adi_052025_006,Footwear Launch TVC,Ultraboost Light,Brand,consideration,5,2025-05-05,2025-05-29,completed,"579,555","579,555",TVC,ProSieben,,CPM,14,"41,396,785", - , - , - , - , - , - , - , - ,"8,279,357",300,5, - ,"3,800,000",6.56
DE,Adidas,CRM,adi_052025_002,CRM May Activation,Multi_Products,Multi_Products,conversion,5,2025-05-01,2025-05-31,completed,"85,860","85,860",EMAIL,Salesforce,Y,CPC,0.23,"3,733,043","373,304",10, - , - ,"335,973","15,325",4.56,87, - ,0, - , - ,"1,333,333",15.53
DE,Adidas,CRM,adi_052025_002,CRM May Activation,Multi_Products,Multi_Products,conversion,5,2025-05-01,2025-05-31,completed,"85,860","85,860",SOCIAL,Instagram,Y,CPC,0.66,"13,009,090","260,181",2, - , - ,"234,163","15,325",5.84,87, - ,0, - , - ,"1,333,333",15.53
DE,Adidas,CRM,adi_052025_002,CRM May Activation,Multi_Products,Multi_Products,conversion,5,2025-05-01,2025-05-31,completed,"85,860","85,860",SOCIAL,Facebook,Y,CPC,0.52,"16,511,538","330,230",2, - , - ,"297,207","15,325",4.62,87, - ,0, - , - ,"1,333,334",15.53
DE,Adidas,Digital Brand,adi_052025_011,Lifestyle Social Video,Gazelle OG,Brand,awareness,5,2025-05-01,2025-05-31,completed,"181,260","181,260",SOCIAL,Instagram,,CPC,0.7,"25,894,285","258,942",1,"12,947,142",50,"207,154","1,149",0.56,87, - ,0, - , - ,"100,000",0.55
DE,Adidas,Digital Brand,adi_052025_013,Running Social Video,Supernova Rise,Running,awareness,5,2025-05-01,2025-05-25,completed,"181,260","181,260",SOCIAL,Instagram,,CPC,0.7,"25,894,285","258,942",1,"12,947,142",50,"207,154","1,149",0.56,87, - ,0, - , - ,"100,000",0.55
DE,Adidas,Digital Brand,adi_052025_003,Footwear Launch Brand Film,Ultraboost Light,Brand,awareness,5,2025-05-01,2025-05-31,completed,"181,260","181,260",SOCIAL,Instagram,,CPC,0.78,"23,238,461","232,384",1,"11,619,230",50,"185,907","1,149",0.62,87, - ,0, - , - ,"100,000",0.55
DE,Adidas,Digital Brand,adi_052025_011,Lifestyle Social Video,Gazelle OG,Brand,awareness,5,2025-05-01,2025-05-31,completed,"181,260","181,260",VIDEO,YouTube,,CPC,0.45,"40,280,000","402,800",1,"20,140,000",50,"322,240","1,149",0.36,87, - ,0, - , - ,"100,000",0.55
DE,Adidas,Digital Brand,adi_052025_011,Lifestyle Social Video,Gazelle OG,Brand,awareness,5,2025-05-01,2025-05-31,completed,"181,260","181,260",VIDEO,TikTok,,CPC,0.4,"45,315,000","453,150",1,"22,657,500",50,"407,835","1,149",0.31,87, - ,0, - , - ,"100,000",0.55
DE,Adidas,Digital Brand,adi_052025_013,Running Social Video,Supernova Rise,Running,awareness,5,2025-05-01,2025-05-25,completed,"181,260","181,260",VIDEO,YouTube,,CPC,0.45,"40,280,000","402,800",1,"20,140,000",50,"322,240","1,149",0.36,87, - ,0, - , - ,"100,000",0.55
DE,Adidas,Digital Brand,adi_052025_013,Running Social Video,Supernova Rise,Running,awareness,5,2025-05-01,2025-05-25,completed,"181,260","181,260",VIDEO,TikTok,,CPC,0.4,"45,315,000","453,150",1,"22,657,500",50,"407,835","1,149",0.31,87, - ,0, - , - ,"100,000",0.55
DE,Adidas,Digital Brand,adi_052025_003,Footwear Launch Brand Film,Ultraboost Light,Brand,awareness,5,2025-05-01,2025-05-31,completed,"181,260","181,260",VIDEO,YouTube,,CPC,0.55,"32,956,363","329,563",1,"16,478,181",50,"263,810","1,149",0.43,87, - ,0, - , - ,"100,000",0.55
DE,Adidas,Digital Brand,adi_052025_003,Footwear Launch Brand Film,Ultraboost Light,Brand,awareness,5,2025-05-01,2025-05-31,completed,"181,260","181,260",VIDEO,TikTok,,CPC,0.43,"42,153,488","421,534",1,"21,076,744",50,"379,381","1,149",0.34,87, - ,0, - , - ,"100,000",0.55
DE,Adidas,Digital Performance,adi_052025_007,Footwear Performance Push,Supernova 3,Running,conversion,5,2025-05-01,2025-05-31,completed,"128,790","128,790",DISPLAY,Criteo,Y,CPC,0.5,"36,252,000","362,520",1, - , - ,"326,268","1,149",0.35,87, - ,0, - , - ,"100,000",0.55
DE,Adidas,Digital Performance,adi_052025_010,Lifestyle Performance,Ultraboost 25,Multi_Products,conversion,5,2025-05-01,2025-05-31,completed,"128,790","128,790",DISPLAY,Criteo,Y,CPC,0.52,"23,228,846","232,288",1, - , - ,"209,059","15,325",6.59,87, - ,0, - , - ,"1,333,333",11.04
DE,Adidas,Digital Performance,adi_052025_001,Always-On Search,Multi_Products,Multi_Products,conversion,5,2025-05-01,2025-05-31,completed,"1,201,570","1,202,040",SEM,Google,Y,CPC,0.52,"23,228,846","232,288",1, - , - ,"209,059","15,325",6.59,87, - ,0, - , - ,"1,333,333",11.04
DE,Adidas,Digital Performance,adi_052025_007,Footwear Performance Push,Supernova 3,Running,conversion,5,2025-05-01,2025-05-31,completed,"128,790","128,790",SOCIAL,Instagram,Y,CPC,0.88,"27,319,090","1,639,145",6, - , - ,"1,475,230","160,919",10.91,87, - ,0, - , - ,"14,000,000",11.65
DE,Adidas,Digital Performance,adi_052025_010,Lifestyle Performance,Ultraboost 25,Multi_Products,conversion,5,2025-05-01,2025-05-31,completed,"128,790","128,790",SOCIAL,Instagram,Y,CPC,0.65,"18,583,076","185,830",1, - , - ,"167,247","15,325",8.25,87, - ,0, - , - ,"1,333,333",11.04
DE,Adidas,Retail Marketing,adi_052025_008,Footwear Retail Launch,Ultraboost Light,Multi_Products,conversion,5,2025-05-01,2025-05-31,completed,"114,480","114,480",EMAIL,Salesforce,Y,CPC,0.65,"18,583,076","185,830",1, - , - ,"167,247","15,325",8.25,87, - ,0, - , - ,"1,333,334",11.04
DE,Adidas,Retail Marketing,adi_052025_012,Running Retail Promo,Supernova 3,Running,conversion,5,2025-05-01,2025-05-31,completed,"85,860","85,860",EMAIL,Salesforce,Y,CPC,0.25,"45,792,000","457,920",1, - , - ,"412,128","28,735",6.27,87, - ,0, - , - ,"2,500,000",21.84
DE,Adidas,Retail Marketing,adi_052025_008,Footwear Retail Launch,Ultraboost Light,Multi_Products,conversion,5,2025-05-01,2025-05-31,completed,"114,480","114,480",SOCIAL,Instagram,Y,CPC,0.24,"35,775,000","357,750",1, - , - ,"321,975","28,735",7.74,87, - ,0, - , - ,"2,500,000",29.12
DE,Adidas,Retail Marketing,adi_052025_008,Footwear Retail Launch,Ultraboost Light,Multi_Products,conversion,5,2025-05-01,2025-05-31,completed,"114,480","114,480",SOCIAL,Facebook,Y,CPC,0.7,"16,354,285","163,542",1, - , - ,"147,188","28,735",17.2,87, - ,0, - , - ,"1,250,000",10.92
DE,Adidas,Retail Marketing,adi_052025_012,Running Retail Promo,Supernova 3,Running,conversion,5,2025-05-01,2025-05-31,completed,"85,860","85,860",SOCIAL,Instagram,Y,CPC,0.55,"20,814,545","208,145",1, - , - ,"187,330","28,735",13.75,87, - ,0, - , - ,"1,250,000",10.92
DE,Adidas,Retail Marketing,adi_052025_012,Running Retail Promo,Supernova 3,Running,conversion,5,2025-05-01,2025-05-31,completed,"85,860","85,860",SOCIAL,Facebook,Y,CPC,0.67,"12,814,925","128,149",1, - , - ,"115,334","28,735",22.09,87, - ,0, - , - ,"1,250,000",14.56
DE,Adidas,Sports Marketing,adi_052025_009,Golf Activation,ZG23 Golf Shoes,Multi_Products,consideration,5,2025-05-01,2025-05-31,completed,"169,248","169,248",DISPLAY,YouTube,,CPC,0.53,"16,200,000","162,000",1, - , - ,"145,800","28,735",17.65,87, - ,0, - , - ,"1,250,000",14.56
DE,Adidas,Sports Marketing,adi_052025_009,Golf Activation,ZG23 Golf Shoes,Multi_Products,consideration,5,2025-05-01,2025-05-31,completed,"169,248","169,248",SOCIAL,Instagram,,CPC,0.5,"33,849,600","338,496",1,"16,924,800",50,"304,646",919,0.27,87, - ,0, - , - ,"80,000",0.47
DE,Adidas,Sports Marketing,adi_052025_009,Golf Activation,ZG23 Golf Shoes,Multi_Products,consideration,5,2025-05-01,2025-05-31,completed,"169,248","169,248",VIDEO,YouTube,,CPC,0.65,"26,038,153","260,381",1,"13,019,076",50,"234,343",919,0.35,87, - ,0, - , - ,"80,000",0.47
DE,Adidas,Brand Offline,adi_062025_008,Summer DOOH,Supernova 3,Brand,consideration,6,2025-06-05,2025-06-29,completed,"759,629","759,629",DOOH,JCDecaux,,CPM,15,"50,641,933", - , - , - , - , - , - , - , - ,"10,128,386",0,5,"50,641,933","7,000,000",9.22
DE,Adidas,Brand Offline,adi_062025_011,Summer OOH,Samba OG,Brand,consideration,6,2025-06-05,2025-06-29,completed,"759,629","759,629",OOH,Stroeer,,CPM,8,"94,953,625", - , - , - , - , - , - , - , - ,"18,990,725",0,5, - ,"7,000,000",9.22
DE,Adidas,Brand Offline,adi_062025_007,Summer Brand Spot,Terrex Trailmaker,Brand,consideration,6,2025-06-05,2025-06-29,completed,"759,629","759,629",VIDEO,RTL,,CPM,25,"30,385,160", - , - , - , - , - , - , - , - ,"6,077,032",450,5, - ,"7,000,000",9.22
DE,Adidas,CRM,adi_062025_002,CRM Summer Activation,Multi_Products,Multi_Products,conversion,6,2025-06-01,2025-06-30,completed,"446,436","446,436",EMAIL,Salesforce,Y,CPC,0.23,"19,410,260","1,941,026",10, - , - ,"1,746,923","50,000",2.86,80, - ,0, - , - ,"4,000,000",8.96
DE,Adidas,Digital Brand,adi_062025_006,Running Social Video,Supernova Rise,Running,awareness,6,2025-06-01,2025-06-30,completed,"359,640","359,640",SOCIAL,Instagram,,CPC,0.7,"51,377,142","513,771",1,"25,688,571",50,"411,016","6,250",1.52,80, - ,0, - , - ,"500,000",1.39
DE,Adidas,Digital Brand,adi_062025_013,Terrex Outdoor Video,Terrex Trailmaker,Outdoor,awareness,6,2025-06-01,2025-06-30,completed,"359,640","359,640",SOCIAL,Instagram,,CPC,0.75,"47,952,000","479,520",1,"23,976,000",50,"383,616","6,250",1.63,80, - ,0, - , - ,"500,000",1.39
DE,Adidas,Digital Brand,adi_062025_010,Summer Lifestyle Social,Samba OG,Brand,awareness,6,2025-06-01,2025-06-30,completed,"359,640","359,640",SOCIAL,Instagram,,CPC,0.78,"46,107,692","461,076",1,"23,053,846",50,"368,860","6,250",1.69,80, - ,0, - , - ,"500,000",1.39
DE,Adidas,Digital Brand,adi_062025_006,Running Social Video,Supernova Rise,Running,awareness,6,2025-06-01,2025-06-30,completed,"359,640","359,640",VIDEO,YouTube,,CPC,0.45,"79,920,000","799,200",1,"39,960,000",50,"639,360","6,250",0.98,80, - ,0, - , - ,"500,000",1.39
DE,Adidas,Digital Brand,adi_062025_013,Terrex Outdoor Video,Terrex Trailmaker,Outdoor,awareness,6,2025-06-01,2025-06-30,completed,"359,640","359,640",VIDEO,YouTube,,CPC,0.5,"71,928,000","719,280",1,"35,964,000",50,"575,424","6,250",1.09,80, - ,0, - , - ,"500,000",1.39
DE,Adidas,Digital Brand,adi_062025_010,Summer Lifestyle Social,Samba OG,Brand,awareness,6,2025-06-01,2025-06-30,completed,"359,640","359,640",VIDEO,YouTube,,CPC,0.55,"65,389,090","653,890",1,"32,694,545",50,"523,112","6,250",1.19,80, - ,0, - , - ,"500,000",1.39
DE,Adidas,Digital Brand,adi_062025_006,Running Social Video,Supernova Rise,Running,awareness,6,2025-06-01,2025-06-30,completed,"179,820","179,820",VIDEO,TikTok,,CPC,0.4,"44,955,000","449,550",1,"22,477,500",50,"404,595","3,125",0.77,80, - ,0, - , - ,"250,000",1.39
DE,Adidas,Digital Brand,adi_062025_013,Terrex Outdoor Video,Terrex Trailmaker,Outdoor,awareness,6,2025-06-01,2025-06-30,completed,"179,820","179,820",VIDEO,TikTok,,CPC,0.42,"42,814,285","428,142",1,"21,407,142",50,"385,327","3,125",0.81,80, - ,0, - , - ,"250,000",1.39
DE,Adidas,Digital Brand,adi_062025_010,Summer Lifestyle Social,Samba OG,Brand,awareness,6,2025-06-01,2025-06-30,completed,"179,820","179,820",VIDEO,TikTok,,CPC,0.43,"41,818,604","418,186",1,"20,909,302",50,"376,367","3,125",0.83,80, - ,0, - , - ,"250,000",1.39
DE,Adidas,Digital Performance,adi_062025_004,Running Performance Push,Supernova 3,Running,conversion,6,2025-06-01,2025-06-30,completed,"80,919","80,919",DISPLAY,Programmatic,Y,CPC,0.55,"14,712,545","147,125",1, - , - ,"132,412","7,812",5.9,80, - ,0, - , - ,"625,000",7.72
DE,Adidas,Digital Performance,adi_062025_003,Outdoor Terrex Performance,Terrex Swift,Outdoor,conversion,6,2025-06-01,2025-06-30,completed,"80,919","80,919",DISPLAY,Programmatic,Y,CPC,0.52,"15,561,346","155,613",1, - , - ,"140,051","7,812",5.58,80, - ,0, - , - ,"625,000",7.72
DE,Adidas,Digital Performance,adi_062025_001,Always-On Search,Multi_Products,Multi_Products,conversion,6,2025-06-01,2025-06-30,completed,"1,309,984","1,258,740",SEM,Google,Y,CPC,0.88,"28,607,727","1,430,386",5, - , - ,"1,287,347","212,500",16.51,80, - ,0, - , - ,"17,000,000",13.51
DE,Adidas,Digital Performance,adi_062025_004,Running Performance Push,Supernova 3,Running,conversion,6,2025-06-01,2025-06-30,completed,"107,892","107,892",SOCIAL,Instagram,Y,CPC,0.85,"12,693,176","126,931",1, - , - ,"114,237","10,416",9.12,80, - ,0, - , - ,"833,333",7.72
DE,Adidas,Digital Performance,adi_062025_003,Outdoor Terrex Performance,Terrex Swift,Outdoor,conversion,6,2025-06-01,2025-06-30,completed,"107,892","107,892",SOCIAL,Instagram,Y,CPC,0.83,"12,999,036","129,990",1, - , - ,"116,991","10,416",8.9,80, - ,0, - , - ,"833,333",7.72
DE,Adidas,Digital Performance,adi_062025_004,Running Performance Push,Supernova 3,Running,conversion,6,2025-06-01,2025-06-30,completed,"80,919","80,919",VIDEO,YouTube,Y,CPC,0.75,"10,789,200","107,892",1,"5,394,600",50,"97,102","7,812",8.05,80, - ,0, - , - ,"625,000",7.72
DE,Adidas,Digital Performance,adi_062025_003,Outdoor Terrex Performance,Terrex Swift,Outdoor,conversion,6,2025-06-01,2025-06-30,completed,"80,919","80,919",VIDEO,YouTube,Y,CPC,0.72,"11,238,750","112,387",1,"5,619,375",50,"101,148","7,812",7.72,80, - ,0, - , - ,"625,000",7.72
DE,Adidas,Retail Marketing,adi_062025_012,Summer Sale Kickoff,Multi_Products,Multi_Products,conversion,6,2025-06-01,2025-06-30,completed,"238,099","238,099",EMAIL,Salesforce,Y,CPC,0.25,"95,239,600","952,396",1, - , - ,"857,156","42,187",4.92,80, - ,0, - , - ,"3,375,000",14.17
DE,Adidas,Retail Marketing,adi_062025_005,Running Retail Promo,Supernova 3,Running,conversion,6,2025-06-01,2025-06-30,completed,"178,574","178,574",EMAIL,Salesforce,Y,CPC,0.24,"74,405,833","744,058",1, - , - ,"669,652","31,640",4.72,80, - ,0, - , - ,"2,531,250",14.17
DE,Adidas,Retail Marketing,adi_062025_005,Running Retail Promo,Supernova 3,Running,conversion,6,2025-06-01,2025-06-30,completed,"267,862","241,076",PRODUCTION,In-store Materials,,FIXED,1, - , - , - , - , - , - , - , - , - , - ,0, - , - ,"2,000,000",7.47
DE,Adidas,Retail Marketing,adi_062025_012,Summer Sale Kickoff,Multi_Products,Multi_Products,conversion,6,2025-06-01,2025-06-30,completed,"357,149","357,149",TRADE,Offline POP,,FIXED,1, - , - , - , - , - , - , - , - , - , - ,0, - , - ,"2,666,667",7.47
DE,Adidas,Sports Marketing,adi_062025_014,Trail Running Activation,Supernova Rise,Running,consideration,6,2025-06-01,2025-06-30,completed,"229,419","229,419",PRODUCTION,Event Production,,FIXED,1, - , - , - , - , - , - , - , - , - , - ,0, - , - ,"500,000",2.18
DE,Adidas,Sports Marketing,adi_062025_009,Summer Events Activation,Multi_Products,Multi_Products,consideration,6,2025-06-01,2025-06-30,completed,"229,419","229,419",PRODUCTION,Community Activation,,FIXED,1, - , - , - , - , - , - , - , - , - , - ,0, - , - ,"500,000",2.18
DE,Adidas,Sports Marketing,CMP_062025_015,Outdoor Sports Support,Terrex Swift,Outdoor,consideration,6,2025-06-01,2025-06-30,completed,"229,419","229,419",PRODUCTION,Banners/Assets,,FIXED,1, - , - , - , - , - , - , - , - , - , - ,0, - , - ,"625,000",2.72
DE,Adidas,Brand Offline,adi_072025_014,Summer DOOH,Supernova 3,Brand,consideration,7,2025-07-05,2025-07-29,completed,"684,350","684,350",DOOH,JCDecaux,,CPM,18,"38,019,444", - , - , - , - , - , - , - , - ,"7,603,888",0,5,"38,019,444","6,500,000",9.5
DE,Adidas,Brand Offline,adi_072025_015,Summer OOH,Samba OG,Brand,consideration,7,2025-07-05,2025-07-29,completed,"684,350","684,350",OOH,Stroeer,,CPM,8,"85,543,750", - , - , - , - , - , - , - , - ,"17,108,750",0,5, - ,"6,500,000",9.5
DE,Adidas,Brand Offline,adi_072025_013,Summer Brand Spot,Predator 2025,Brand,consideration,7,2025-07-05,2025-07-29,completed,"684,350","684,350",VIDEO,RTL,,CPM,25,"27,374,000", - , - , - , - , - , - , - , - ,"5,474,800",420,5, - ,"6,500,000",9.5
DE,Adidas,CRM,adi_072025_002,CRM July Activation,Multi_Products,Multi_Products,conversion,7,2025-07-01,2025-07-31,completed,"402,195","402,195",EMAIL,Salesforce,Y,CPC,0.23,"17,486,739","1,748,673",10, - , - ,"1,573,806","42,683",2.71,82, - ,0, - , - ,"3,500,000",8.7
DE,Adidas,Digital Brand,adi_072025_009,Running Social Video,Supernova Rise,Running,awareness,7,2025-07-01,2025-07-31,completed,"81,000","81,000",AUDIO,Spotify,,CPC,0.3,"27,000,000","270,000",1, - , - ,"216,000","1,463",0.68,82, - ,0, - , - ,"120,000",1.48
DE,Adidas,Digital Brand,adi_072025_009,Running Social Video,Supernova Rise,Running,awareness,7,2025-07-01,2025-07-31,completed,"283,500","283,500",SOCIAL,Instagram,,CPC,0.7,"40,500,000","405,000",1,"20,250,000",50,"324,000","5,121",1.58,82, - ,0, - , - ,"420,000",1.48
DE,Adidas,Digital Brand,adi_072025_006,Football Pre-season Social Video,Predator 2025,Football,awareness,7,2025-07-01,2025-07-31,completed,"283,500","283,500",SOCIAL,Instagram,,CPC,0.71,"39,929,577","399,295",1,"19,964,788",50,"319,436","5,121",1.6,82, - ,0, - , - ,"420,000",1.48
DE,Adidas,Digital Brand,adi_072025_010,Summer Lifestyle Visuals,Samba OG,Brand,awareness,7,2025-07-01,2025-07-31,completed,"283,500","283,500",SOCIAL,Instagram,,CPC,0.72,"39,375,000","393,750",1,"19,687,500",50,"315,000","5,121",1.63,82, - ,0, - , - ,"420,000",1.48
DE,Adidas,Digital Brand,adi_072025_009,Running Social Video,Supernova Rise,Running,awareness,7,2025-07-01,2025-07-31,completed,"324,000","324,000",VIDEO,YouTube,,CPC,0.45,"72,000,000","720,000",1,"36,000,000",50,"576,000","5,853",1.02,82, - ,0, - , - ,"480,000",1.48
DE,Adidas,Digital Brand,adi_072025_006,Football Pre-season Social Video,Predator 2025,Football,awareness,7,2025-07-01,2025-07-31,completed,"324,000","324,000",VIDEO,YouTube,,CPC,0.46,"70,434,782","704,347",1,"35,217,391",50,"563,478","5,853",1.04,82, - ,0, - , - ,"480,000",1.48
DE,Adidas,Digital Brand,adi_072025_010,Summer Lifestyle Visuals,Samba OG,Brand,awareness,7,2025-07-01,2025-07-31,completed,"324,000","324,000",VIDEO,YouTube,,CPC,0.47,"68,936,170","689,361",1,"34,468,085",50,"551,489","5,853",1.06,82, - ,0, - , - ,"480,000",1.48
DE,Adidas,Digital Brand,adi_072025_009,Running Social Video,Supernova Rise,Running,awareness,7,2025-07-01,2025-07-31,completed,"121,500","121,500",VIDEO,TikTok,,CPC,0.4,"30,375,000","303,750",1,"15,187,500",50,"273,375","2,195",0.8,82, - ,0, - , - ,"180,000",1.48
DE,Adidas,Digital Brand,adi_072025_006,Football Pre-season Social Video,Predator 2025,Football,awareness,7,2025-07-01,2025-07-31,completed,"121,500","121,500",VIDEO,TikTok,,CPC,0.41,"29,634,146","296,341",1,"14,817,073",50,"266,707","2,195",0.82,82, - ,0, - , - ,"180,000",1.48
DE,Adidas,Digital Brand,adi_072025_010,Summer Lifestyle Visuals,Samba OG,Brand,awareness,7,2025-07-01,2025-07-31,completed,"121,500","121,500",VIDEO,TikTok,,CPC,0.41,"29,634,146","296,341",1,"14,817,073",50,"266,707","2,195",0.82,82, - ,0, - , - ,"180,000",1.48
DE,Adidas,Digital Brand,adi_072025_006,Football Pre-season Social Video,Predator 2025,Football,awareness,7,2025-07-01,2025-07-31,completed,"81,000","81,000",VIDEO,Snapchat,,CPC,0.33,"24,545,454","245,454",1,"12,272,727",50,"196,363","1,463",0.75,82, - ,0, - , - ,"120,000",1.48
DE,Adidas,Digital Brand,adi_072025_010,Summer Lifestyle Visuals,Samba OG,Brand,awareness,7,2025-07-01,2025-07-31,completed,"81,000","81,000",VIDEO,Pinterest Video,,CPC,0.34,"23,823,529","238,235",1,"11,911,764",50,"190,588","1,463",0.77,82, - ,0, - , - ,"120,000",1.48
DE,Adidas,Digital Performance,adi_072025_003,Football Boots Retargeting,Predator 2025,Football,conversion,7,2025-07-01,2025-07-31,completed,"60,750","60,750",DISPLAY,Programmatic,Y,CPC,0.55,"11,045,454","110,454",1, - , - ,"99,409","5,644",5.68,82, - ,0, - , - ,"462,857",7.62
DE,Adidas,Digital Performance,adi_072025_008,Running/Cycling Retargeting,Supernova 3,Running,conversion,7,2025-07-01,2025-07-31,completed,"60,750","60,750",DISPLAY,Programmatic,Y,CPC,0.53,"11,462,264","114,622",1, - , - ,"103,160","5,644",5.47,82, - ,0, - , - ,"462,857",7.62
DE,Adidas,Digital Performance,adi_072025_003,Football Boots Retargeting,Predator 2025,Football,conversion,7,2025-07-01,2025-07-31,completed,"36,450","36,450",DISPLAY,Pinterest,Y,CPC,0.6,"6,075,000","60,750",1, - , - ,"54,675","3,386",6.19,82, - ,0, - , - ,"277,714",7.62
DE,Adidas,Digital Performance,adi_072025_008,Running/Cycling Retargeting,Supernova 3,Running,conversion,7,2025-07-01,2025-07-31,completed,"36,450","36,450",DISPLAY,TikTok,Y,CPC,0.58,"6,284,482","62,844",1, - , - ,"56,560","3,386",5.99,82, - ,0, - , - ,"277,714",7.62
