employee_id,skill_id,proficiency_level,years_of_experience
EMP0089,SKILL032,Intermediate,0.8
EMP0089,SKILL023,Beginner,1.5
EMP0089,SKILL019,Advanced,2.8
EMP0089,SKILL027,Intermediate,1.3
EMP0089,SKILL025,Beginner,0.5
EMP0090,SKILL014,Advanced,4.9
EMP0090,SKILL001,Expert,7.2
EMP0090,SKILL044,Expert,4.1
EMP0090,SKILL043,Expert,7.2
EMP0090,SKILL015,Advanced,4.2
EMP0090,SKILL003,Intermediate,5.5
EMP0091,SKILL025,Advanced,3.5
EMP0091,SKILL011,Advanced,2.4
EMP0091,SKILL036,Beginner,2.3
EMP0091,SKILL020,Intermediate,3.4
EMP0091,SKILL032,Advanced,1.1
EMP0091,SKILL007,Intermediate,1.0
EMP0091,SKILL023,Advanced,4.0
EMP0091,SKILL019,Advanced,3.1
EMP0091,SKILL027,Intermediate,1.6
EMP0091,SKILL045,Beginner,0.5
EMP0091,SKILL049,Beginner,1.3
EMP0091,SKILL037,Advanced,4.7
EMP0092,SKILL012,Intermediate,2.4
EMP0092,SKILL009,Intermediate,1.3
EMP0092,SKILL021,Advanced,7.0
EMP0092,SKILL026,Expert,6.7
EMP0092,SKILL043,Expert,5.0
EMP0092,SKILL047,Beginner,1.7
EMP0092,SKILL016,Intermediate,5.8
EMP0092,SKILL002,Expert,4.9
EMP0093,SKILL035,Beginner,0.6
EMP0093,SKILL045,Intermediate,2.6
EMP0093,SKILL031,Intermediate,2.0
EMP0093,SKILL034,Intermediate,0.6
EMP0093,SKILL024,Intermediate,2.8
EMP0094,SKILL048,Advanced,4.5
EMP0094,SKILL043,Advanced,7.6
EMP0094,SKILL032,Advanced,3.8
EMP0094,SKILL031,Expert,8.4
EMP0094,SKILL042,Expert,6.2
EMP0095,SKILL045,Beginner,1.1
EMP0095,SKILL034,Beginner,0.9
EMP0095,SKILL031,Intermediate,1.6
EMP0095,SKILL024,Beginner,0.7
EMP0095,SKILL020,Advanced,3.4
EMP0095,SKILL029,Advanced,3.5
EMP0095,SKILL050,Intermediate,0.5
EMP0095,SKILL033,Advanced,1.5
EMP0095,SKILL035,Intermediate,2.9
EMP0096,SKILL010,Advanced,1.0
EMP0096,SKILL045,Advanced,4.2
EMP0096,SKILL002,Advanced,4.6
EMP0096,SKILL009,Advanced,5.6
EMP0096,SKILL011,Advanced,5.6
EMP0096,SKILL016,Intermediate,5.0
EMP0096,SKILL003,Intermediate,3.5
EMP0096,SKILL043,Beginner,1.6
EMP0096,SKILL013,Advanced,5.1
EMP0096,SKILL025,Advanced,3.7
EMP0097,SKILL045,Intermediate,3.4
EMP0097,SKILL011,Expert,10.3
EMP0097,SKILL025,Intermediate,1.5
EMP0097,SKILL020,Advanced,10.4
EMP0097,SKILL007,Advanced,10.4
EMP0097,SKILL037,Expert,6.7
EMP0097,SKILL019,Intermediate,1.4
EMP0098,SKILL007,Advanced,6.2
EMP0098,SKILL045,Advanced,3.3
EMP0098,SKILL019,Advanced,5.3
EMP0098,SKILL025,Advanced,6.3
EMP0098,SKILL037,Advanced,5.1
EMP0098,SKILL020,Advanced,6.9
EMP0098,SKILL011,Advanced,4.9
EMP0099,SKILL045,Expert,5.4
EMP0099,SKILL025,Advanced,4.3
EMP0099,SKILL010,Intermediate,5.2
EMP0099,SKILL043,Intermediate,2.0
EMP0099,SKILL007,Intermediate,4.7
EMP0099,SKILL044,Advanced,3.9
EMP0099,SKILL011,Advanced,3.5
EMP0099,SKILL001,Intermediate,1.7
EMP0099,SKILL004,Intermediate,1.4
EMP0099,SKILL017,Advanced,4.3
EMP0099,SKILL003,Intermediate,2.3
EMP0099,SKILL026,Expert,3.5
EMP0100,SKILL041,Advanced,3.4
EMP0100,SKILL031,Beginner,0.9
EMP0100,SKILL020,Beginner,2.2
EMP0100,SKILL027,Advanced,3.1
EMP0100,SKILL045,Intermediate,1.0
EMP0101,SKILL050,Intermediate,3.6
EMP0101,SKILL027,Advanced,3.0
EMP0101,SKILL020,Advanced,3.7
EMP0101,SKILL045,Intermediate,2.1
EMP0101,SKILL024,Advanced,3.8
EMP0102,SKILL021,Advanced,3.2
EMP0102,SKILL031,Intermediate,1.7
EMP0102,SKILL020,Intermediate,2.3
EMP0102,SKILL027,Intermediate,1.7
EMP0102,SKILL032,Advanced,1.8
EMP0102,SKILL025,Intermediate,1.6
EMP0102,SKILL045,Intermediate,0.6
EMP0103,SKILL008,Intermediate,1.1
EMP0103,SKILL032,Beginner,0.8
EMP0103,SKILL007,Intermediate,1.9
EMP0103,SKILL045,Intermediate,2.9
EMP0103,SKILL026,Intermediate,1.5
EMP0103,SKILL044,Advanced,3.4
EMP0103,SKILL002,Intermediate,1.0
EMP0103,SKILL025,Beginner,0.9
EMP0103,SKILL003,Advanced,3.2
EMP0104,SKILL031,Expert,5.5
EMP0104,SKILL021,Expert,8.8
EMP0104,SKILL020,Expert,5.3
EMP0104,SKILL025,Advanced,5.0
EMP0104,SKILL043,Expert,3.1
EMP0104,SKILL045,Advanced,4.5
EMP0104,SKILL042,Intermediate,2.5
EMP0104,SKILL027,Expert,7.2
EMP0105,SKILL047,Expert,3.2
EMP0105,SKILL025,Beginner,1.6
EMP0105,SKILL011,Advanced,1.1
EMP0105,SKILL036,Intermediate,0.7
EMP0105,SKILL037,Beginner,0.6
EMP0105,SKILL027,Beginner,0.9
EMP0105,SKILL020,Advanced,2.8
EMP0105,SKILL045,Intermediate,2.5
EMP0105,SKILL007,Intermediate,2.2
EMP0105,SKILL019,Advanced,3.4
EMP0105,SKILL032,Advanced,1.9
EMP0106,SKILL034,Advanced,4.2
EMP0106,SKILL024,Advanced,5.1
EMP0106,SKILL033,Expert,4.6
EMP0106,SKILL031,Advanced,3.9
EMP0106,SKILL035,Advanced,4.4
EMP0107,SKILL027,Advanced,3.5
EMP0107,SKILL043,Expert,7.9
EMP0107,SKILL021,Intermediate,4.1
EMP0107,SKILL025,Advanced,3.6
EMP0107,SKILL031,Advanced,3.2
EMP0107,SKILL042,Beginner,2.7
EMP0108,SKILL031,Beginner,1.1
EMP0108,SKILL045,Advanced,3.4
EMP0108,SKILL027,Intermediate,0.7
EMP0108,SKILL021,Expert,5.4
EMP0108,SKILL020,Expert,6.4
EMP0108,SKILL042,Expert,4.6
EMP0108,SKILL032,Expert,6.9
EMP0108,SKILL023,Advanced,4.2
EMP0109,SKILL025,Advanced,6.3
EMP0109,SKILL021,Beginner,1.6
EMP0109,SKILL027,Intermediate,4.9
EMP0109,SKILL023,Advanced,5.6
EMP0109,SKILL043,Intermediate,1.1
EMP0110,SKILL023,Advanced,1.3
EMP0110,SKILL007,Advanced,3.2
EMP0110,SKILL037,Intermediate,2.7
EMP0110,SKILL027,Intermediate,1.9
EMP0110,SKILL036,Intermediate,2.8
EMP0110,SKILL045,Intermediate,1.0
EMP0110,SKILL032,Intermediate,1.8
EMP0110,SKILL025,Advanced,3.5
EMP0110,SKILL011,Intermediate,1.5
EMP0110,SKILL020,Advanced,2.8
EMP0111,SKILL033,Beginner,0.6
EMP0111,SKILL045,Expert,3.0
EMP0111,SKILL034,Intermediate,1.6
EMP0111,SKILL024,Expert,3.3
EMP0111,SKILL035,Intermediate,2.3
EMP0111,SKILL029,Advanced,1.8
EMP0112,SKILL040,Intermediate,1.1
EMP0112,SKILL027,Intermediate,1.4
EMP0112,SKILL020,Advanced,1.5
EMP0112,SKILL045,Advanced,3.0
EMP0112,SKILL024,Intermediate,1.4
EMP0113,SKILL020,Advanced,6.0
EMP0113,SKILL043,Advanced,4.9
EMP0113,SKILL042,Advanced,4.3
EMP0113,SKILL021,Advanced,6.5
EMP0113,SKILL027,Advanced,7.3
EMP0113,SKILL045,Advanced,5.1
EMP0114,SKILL045,Intermediate,1.8
EMP0114,SKILL018,Advanced,4.2
EMP0114,SKILL023,Intermediate,1.9
EMP0114,SKILL039,Intermediate,1.8
EMP0114,SKILL027,Advanced,3.9
EMP0114,SKILL028,Advanced,3.3
EMP0114,SKILL020,Advanced,3.4
EMP0114,SKILL032,Intermediate,1.0
EMP0114,SKILL038,Expert,4.2
EMP0115,SKILL020,Expert,7.3
EMP0115,SKILL028,Advanced,5.6
EMP0115,SKILL047,Advanced,3.2
EMP0115,SKILL024,Intermediate,5.4
EMP0115,SKILL029,Beginner,0.9
EMP0115,SKILL018,Intermediate,1.4
EMP0116,SKILL041,Intermediate,5.3
EMP0116,SKILL020,Beginner,0.7
EMP0116,SKILL045,Intermediate,0.6
EMP0116,SKILL031,Beginner,0.7
EMP0116,SKILL024,Beginner,2.3
EMP0117,SKILL027,Expert,9.0
EMP0117,SKILL031,Beginner,1.2
EMP0117,SKILL032,Advanced,8.8
EMP0117,SKILL045,Intermediate,2.4
EMP0117,SKILL047,Expert,8.1
EMP0117,SKILL021,Expert,3.9
EMP0117,SKILL042,Advanced,7.7
EMP0117,SKILL020,Expert,7.4
EMP0117,SKILL043,Beginner,2.3
EMP0118,SKILL048,Intermediate,1.0
EMP0118,SKILL038,Advanced,4.0
EMP0118,SKILL045,Intermediate,2.2
EMP0118,SKILL020,Intermediate,0.9
EMP0118,SKILL028,Advanced,4.0
EMP0118,SKILL024,Expert,3.8
EMP0118,SKILL018,Beginner,1.5
EMP0118,SKILL039,Advanced,3.6
EMP0118,SKILL029,Expert,4.1
EMP0119,SKILL045,Advanced,3.0
EMP0119,SKILL031,Expert,5.0
EMP0119,SKILL040,Intermediate,2.5
EMP0119,SKILL048,Advanced,4.8
EMP0119,SKILL024,Advanced,5.1
EMP0119,SKILL041,Advanced,1.0
EMP0119,SKILL027,Intermediate,5.5
EMP0120,SKILL045,Advanced,3.6
EMP0120,SKILL035,Intermediate,2.1
EMP0120,SKILL029,Expert,9.1
EMP0120,SKILL024,Expert,6.1
EMP0120,SKILL031,Expert,6.3
EMP0120,SKILL032,Expert,7.9
EMP0120,SKILL033,Intermediate,5.2
EMP0120,SKILL023,Expert,4.0
EMP0120,SKILL027,Advanced,4.8
EMP0120,SKILL034,Expert,7.6
EMP0120,SKILL020,Beginner,2.9
EMP0121,SKILL027,Expert,6.4
EMP0121,SKILL020,Expert,5.3
EMP0121,SKILL042,Expert,6.1
EMP0121,SKILL023,Expert,6.8
EMP0121,SKILL021,Advanced,8.6
EMP0122,SKILL027,Advanced,8.0
EMP0122,SKILL031,Expert,10.1
EMP0122,SKILL033,Expert,8.4
EMP0122,SKILL050,Advanced,10.2
EMP0122,SKILL034,Expert,7.4
EMP0122,SKILL035,Advanced,3.9
EMP0122,SKILL020,Advanced,5.6
EMP0123,SKILL025,Beginner,2.5
EMP0123,SKILL023,Expert,8.1
EMP0123,SKILL048,Advanced,3.9
EMP0123,SKILL042,Advanced,6.1
EMP0123,SKILL032,Beginner,1.0
EMP0123,SKILL021,Intermediate,2.5
EMP0123,SKILL020,Intermediate,3.5
EMP0123,SKILL045,Expert,3.5
EMP0123,SKILL027,Expert,6.2
EMP0123,SKILL043,Expert,4.7
EMP0124,SKILL033,Beginner,2.1
EMP0124,SKILL035,Advanced,4.2
EMP0124,SKILL029,Expert,8.0
EMP0124,SKILL024,Advanced,7.0
EMP0124,SKILL034,Expert,7.6
EMP0125,SKILL020,Intermediate,3.2
EMP0125,SKILL021,Expert,5.2
EMP0125,SKILL045,Advanced,3.6
EMP0125,SKILL027,Advanced,3.7
EMP0125,SKILL025,Expert,4.9
EMP0125,SKILL032,Intermediate,2.4
EMP0125,SKILL023,Advanced,5.8
EMP0125,SKILL043,Expert,3.9
EMP0125,SKILL042,Intermediate,1.1
EMP0126,SKILL033,Intermediate,1.0
EMP0126,SKILL045,Intermediate,2.7
EMP0126,SKILL020,Intermediate,1.5
EMP0126,SKILL035,Advanced,2.5
EMP0126,SKILL034,Advanced,1.9
EMP0127,SKILL032,Advanced,1.7
EMP0127,SKILL045,Beginner,0.6
EMP0127,SKILL023,Intermediate,3.7
EMP0127,SKILL036,Beginner,2.4
EMP0127,SKILL020,Intermediate,3.1
EMP0127,SKILL037,Beginner,2.4
EMP0127,SKILL025,Intermediate,1.2
EMP0127,SKILL007,Advanced,3.8
EMP0127,SKILL011,Intermediate,2.2
EMP0127,SKILL019,Intermediate,1.0
EMP0127,SKILL027,Advanced,1.0
EMP0128,SKILL035,Advanced,1.9
EMP0128,SKILL024,Intermediate,2.4
EMP0128,SKILL029,Intermediate,0.6
EMP0128,SKILL031,Advanced,3.3
EMP0128,SKILL023,Advanced,4.0
EMP0128,SKILL045,Advanced,5.3
EMP0128,SKILL033,Advanced,6.0
EMP0128,SKILL020,Expert,6.7
EMP0128,SKILL034,Intermediate,1.2
EMP0128,SKILL032,Advanced,1.7
EMP0128,SKILL027,Advanced,4.8
EMP0129,SKILL039,Advanced,6.0
EMP0129,SKILL020,Intermediate,5.7
EMP0129,SKILL029,Expert,5.6
EMP0129,SKILL045,Advanced,3.8
EMP0129,SKILL032,Advanced,3.8
EMP0130,SKILL045,Intermediate,2.6
EMP0130,SKILL035,Intermediate,0.8
EMP0130,SKILL024,Advanced,1.7
EMP0130,SKILL029,Intermediate,2.1
EMP0130,SKILL033,Advanced,1.1
EMP0130,SKILL031,Beginner,0.8
EMP0130,SKILL034,Advanced,3.3
EMP0131,SKILL027,Advanced,1.4
EMP0131,SKILL023,Beginner,2.1
EMP0131,SKILL039,Beginner,0.7
EMP0131,SKILL028,Intermediate,0.7
EMP0131,SKILL024,Intermediate,2.2
EMP0131,SKILL038,Advanced,1.7
EMP0131,SKILL018,Beginner,0.7
EMP0132,SKILL027,Expert,8.2
EMP0132,SKILL045,Advanced,5.5
EMP0132,SKILL020,Expert,7.4
EMP0132,SKILL041,Advanced,4.0
EMP0132,SKILL040,Expert,5.4
EMP0132,SKILL024,Intermediate,5.2
EMP0132,SKILL031,Advanced,3.0
EMP0133,SKILL043,Expert,7.0
EMP0133,SKILL045,Advanced,2.4
EMP0133,SKILL025,Advanced,2.2
EMP0133,SKILL031,Advanced,8.3
EMP0133,SKILL020,Intermediate,3.0
EMP0133,SKILL042,Advanced,6.7
EMP0133,SKILL027,Expert,3.3
EMP0134,SKILL007,Expert,10.2
EMP0134,SKILL037,Advanced,8.9
EMP0134,SKILL050,Advanced,4.5
EMP0134,SKILL019,Advanced,6.9
EMP0134,SKILL036,Advanced,5.9
EMP0134,SKILL045,Expert,10.2
EMP0134,SKILL011,Expert,8.8
EMP0134,SKILL020,Intermediate,2.2
EMP0134,SKILL027,Expert,9.2
EMP0134,SKILL023,Advanced,4.0
EMP0134,SKILL025,Advanced,5.4
EMP0135,SKILL040,Advanced,6.5
EMP0135,SKILL024,Advanced,3.4
EMP0135,SKILL031,Advanced,5.5
EMP0135,SKILL020,Expert,3.0
EMP0135,SKILL041,Expert,7.2
EMP0136,SKILL045,Expert,7.7
EMP0136,SKILL019,Beginner,2.4
EMP0136,SKILL027,Advanced,3.0
EMP0136,SKILL037,Advanced,8.0
EMP0136,SKILL036,Advanced,7.9
EMP0136,SKILL020,Beginner,0.7
EMP0136,SKILL023,Expert,8.3
EMP0137,SKILL045,Beginner,2.3
EMP0137,SKILL049,Intermediate,5.9
EMP0137,SKILL019,Advanced,6.7
EMP0137,SKILL011,Intermediate,4.1
EMP0137,SKILL025,Advanced,3.1
EMP0137,SKILL007,Expert,3.5
EMP0137,SKILL037,Expert,5.1
EMP0137,SKILL020,Expert,6.9
EMP0138,SKILL018,Expert,3.5
EMP0138,SKILL045,Expert,8.6
EMP0138,SKILL038,Expert,8.1
EMP0138,SKILL032,Expert,4.0
EMP0138,SKILL024,Advanced,1.6
EMP0138,SKILL023,Intermediate,0.9
EMP0139,SKILL045,Intermediate,1.2
EMP0139,SKILL032,Advanced,3.8
EMP0139,SKILL029,Advanced,3.2
EMP0139,SKILL038,Expert,5.5
EMP0139,SKILL027,Expert,5.7
EMP0139,SKILL028,Advanced,5.9
EMP0140,SKILL006,Advanced,3.8
EMP0140,SKILL025,Advanced,1.0
EMP0140,SKILL007,Intermediate,2.7
EMP0140,SKILL001,Expert,5.3
EMP0140,SKILL012,Advanced,9.7
EMP0140,SKILL011,Expert,7.4
EMP0140,SKILL017,Expert,6.2
EMP0140,SKILL021,Advanced,3.6
EMP0141,SKILL050,Expert,6.8
EMP0141,SKILL011,Expert,4.4
EMP0141,SKILL001,Intermediate,1.9
EMP0141,SKILL021,Advanced,6.7
EMP0141,SKILL004,Intermediate,4.9
EMP0142,SKILL036,Beginner,0.7
EMP0142,SKILL037,Expert,4.0
EMP0142,SKILL019,Expert,4.2
EMP0142,SKILL020,Beginner,1.4
EMP0142,SKILL011,Intermediate,2.4
EMP0142,SKILL025,Intermediate,2.4
EMP0143,SKILL010,Advanced,3.2
EMP0143,SKILL025,Advanced,3.9
EMP0143,SKILL009,Beginner,2.2
EMP0143,SKILL013,Advanced,3.6
EMP0143,SKILL017,Intermediate,1.0
EMP0143,SKILL026,Intermediate,2.2
EMP0143,SKILL043,Expert,4.2
EMP0143,SKILL015,Expert,4.3
EMP0143,SKILL007,Beginner,0.7
EMP0143,SKILL011,Intermediate,1.5
EMP0144,SKILL006,Advanced,2.8
EMP0144,SKILL004,Advanced,4.3
EMP0144,SKILL001,Advanced,4.0
EMP0144,SKILL045,Advanced,3.7
EMP0144,SKILL003,Advanced,4.5
EMP0144,SKILL007,Intermediate,1.6
EMP0144,SKILL015,Expert,4.3
EMP0144,SKILL026,Intermediate,2.6
EMP0144,SKILL011,Intermediate,3.1
EMP0144,SKILL021,Intermediate,2.3
EMP0144,SKILL025,Advanced,2.7
EMP0144,SKILL012,Advanced,4.5
EMP0145,SKILL041,Expert,4.2
EMP0145,SKILL040,Intermediate,1.2
EMP0145,SKILL031,Intermediate,1.5
EMP0145,SKILL027,Intermediate,5.1
EMP0145,SKILL045,Expert,5.8
EMP0145,SKILL024,Advanced,4.7
EMP0145,SKILL020,Intermediate,1.0
EMP0146,SKILL034,Advanced,4.8
EMP0146,SKILL035,Advanced,4.7
EMP0146,SKILL045,Intermediate,2.2
EMP0146,SKILL020,Intermediate,2.5
EMP0146,SKILL029,Intermediate,2.1
EMP0146,SKILL033,Beginner,0.5
EMP0147,SKILL021,Intermediate,1.5
EMP0147,SKILL007,Expert,4.0
EMP0147,SKILL013,Intermediate,2.0
EMP0147,SKILL001,Intermediate,1.5
EMP0147,SKILL009,Intermediate,1.3
EMP0148,SKILL007,Advanced,8.9
EMP0148,SKILL006,Expert,4.2
EMP0148,SKILL001,Expert,4.9
EMP0148,SKILL014,Advanced,6.0
EMP0148,SKILL003,Expert,6.9
EMP0149,SKILL048,Beginner,1.3
EMP0149,SKILL042,Advanced,3.4
EMP0149,SKILL020,Advanced,5.2
EMP0149,SKILL032,Expert,8.3
EMP0149,SKILL045,Advanced,3.9
EMP0149,SKILL023,Expert,8.7
EMP0149,SKILL025,Advanced,2.0
EMP0149,SKILL043,Expert,6.1
EMP0149,SKILL027,Advanced,9.0
EMP0149,SKILL021,Intermediate,1.3
EMP0149,SKILL031,Beginner,1.4
EMP0150,SKILL033,Advanced,5.1
EMP0150,SKILL031,Intermediate,1.2
EMP0150,SKILL020,Beginner,1.5
EMP0150,SKILL045,Advanced,1.7
EMP0150,SKILL024,Advanced,5.5
EMP0150,SKILL032,Advanced,2.7
EMP0150,SKILL034,Intermediate,2.0
EMP0150,SKILL029,Intermediate,2.5
EMP0150,SKILL035,Advanced,4.4
EMP0151,SKILL042,Intermediate,1.1
EMP0151,SKILL043,Expert,4.5
EMP0151,SKILL045,Intermediate,5.5
EMP0151,SKILL025,Advanced,5.4
EMP0151,SKILL027,Intermediate,1.7
EMP0151,SKILL031,Advanced,4.8
EMP0151,SKILL049,Expert,8.0
EMP0151,SKILL020,Expert,6.9
EMP0152,SKILL027,Intermediate,1.3
EMP0152,SKILL023,Advanced,2.4
EMP0152,SKILL029,Intermediate,1.4
EMP0152,SKILL031,Advanced,2.8
EMP0152,SKILL024,Intermediate,4.3
EMP0152,SKILL020,Expert,5.1
EMP0152,SKILL034,Intermediate,2.7
EMP0152,SKILL035,Advanced,3.9
EMP0152,SKILL032,Intermediate,4.0
EMP0152,SKILL045,Advanced,4.2
EMP0152,SKILL033,Advanced,1.3
EMP0153,SKILL011,Advanced,3.6
EMP0153,SKILL020,Intermediate,3.6
EMP0153,SKILL045,Intermediate,2.0
EMP0153,SKILL037,Beginner,0.8
EMP0153,SKILL036,Advanced,4.2
EMP0153,SKILL025,Advanced,3.7
EMP0153,SKILL050,Advanced,4.8
EMP0153,SKILL007,Advanced,4.8
EMP0154,SKILL023,Advanced,3.6
EMP0154,SKILL025,Expert,3.3
EMP0154,SKILL027,Beginner,0.9
EMP0154,SKILL036,Expert,7.8
EMP0154,SKILL007,Advanced,4.3
EMP0154,SKILL011,Advanced,4.7
EMP0154,SKILL045,Beginner,0.5
EMP0155,SKILL027,Intermediate,1.5
EMP0155,SKILL034,Expert,6.2
EMP0155,SKILL031,Expert,3.4
EMP0155,SKILL032,Advanced,2.3
EMP0155,SKILL020,Advanced,1.9
EMP0155,SKILL033,Expert,3.2
EMP0155,SKILL045,Advanced,5.9
EMP0155,SKILL023,Advanced,4.7
EMP0156,SKILL048,Intermediate,4.5
EMP0156,SKILL029,Intermediate,1.3
EMP0156,SKILL038,Expert,6.2
EMP0156,SKILL028,Expert,3.3
EMP0156,SKILL024,Advanced,4.8
EMP0156,SKILL039,Advanced,4.2
EMP0156,SKILL020,Intermediate,2.3
EMP0156,SKILL045,Advanced,3.2
EMP0156,SKILL018,Advanced,3.7
EMP0157,SKILL032,Advanced,2.8
EMP0157,SKILL029,Advanced,6.3
EMP0157,SKILL018,Intermediate,1.6
EMP0157,SKILL038,Advanced,4.9
EMP0157,SKILL023,Expert,8.9
EMP0158,SKILL025,Beginner,0.6
EMP0158,SKILL036,Advanced,4.1
EMP0158,SKILL027,Beginner,0.5
EMP0158,SKILL032,Intermediate,2.8
EMP0158,SKILL037,Intermediate,2.7
EMP0158,SKILL007,Intermediate,2.7
EMP0158,SKILL011,Expert,3.5
EMP0158,SKILL023,Advanced,3.6
EMP0158,SKILL019,Intermediate,1.3
EMP0158,SKILL045,Intermediate,2.0
EMP0158,SKILL020,Intermediate,1.4
EMP0159,SKILL025,Intermediate,2.8
EMP0159,SKILL020,Intermediate,4.4
EMP0159,SKILL043,Beginner,1.7
EMP0159,SKILL031,Expert,7.4
EMP0159,SKILL027,Advanced,5.0
EMP0159,SKILL023,Expert,7.3
EMP0159,SKILL021,Expert,7.3
EMP0159,SKILL042,Advanced,2.5
EMP0160,SKILL041,Beginner,2.0
EMP0160,SKILL031,Expert,3.8
EMP0160,SKILL040,Advanced,1.3
EMP0160,SKILL045,Intermediate,3.5
EMP0160,SKILL020,Beginner,2.8
EMP0161,SKILL045,Beginner,1.6
EMP0161,SKILL029,Advanced,1.0
EMP0161,SKILL023,Intermediate,2.0
EMP0161,SKILL038,Beginner,0.5
EMP0161,SKILL039,Expert,7.7
EMP0162,SKILL023,Intermediate,0.9
EMP0162,SKILL025,Beginner,2.9
EMP0162,SKILL020,Beginner,2.7
EMP0162,SKILL011,Beginner,0.9
EMP0162,SKILL036,Intermediate,4.3
EMP0162,SKILL045,Advanced,3.4
EMP0162,SKILL019,Intermediate,3.4
EMP0162,SKILL032,Expert,3.6
EMP0162,SKILL037,Beginner,1.4
EMP0162,SKILL007,Advanced,2.6
EMP0162,SKILL027,Intermediate,1.6
EMP0163,SKILL045,Advanced,6.3
EMP0163,SKILL021,Intermediate,1.0
EMP0163,SKILL027,Advanced,5.8
EMP0163,SKILL023,Expert,5.4
EMP0163,SKILL049,Advanced,2.9
EMP0164,SKILL031,Intermediate,2.6
EMP0164,SKILL042,Intermediate,4.9
EMP0164,SKILL045,Beginner,0.9
EMP0164,SKILL027,Beginner,1.9
EMP0164,SKILL020,Advanced,5.1
EMP0164,SKILL023,Advanced,3.4
EMP0164,SKILL047,Advanced,3.5
EMP0165,SKILL020,Intermediate,1.0
EMP0165,SKILL011,Intermediate,3.7
EMP0165,SKILL037,Intermediate,3.7
EMP0165,SKILL025,Advanced,2.8
EMP0165,SKILL007,Advanced,4.3
EMP0165,SKILL027,Expert,3.5
EMP0165,SKILL023,Advanced,4.0
EMP0165,SKILL036,Advanced,1.1
EMP0165,SKILL019,Intermediate,2.8
EMP0165,SKILL032,Advanced,4.8
EMP0166,SKILL049,Expert,3.4
EMP0166,SKILL019,Expert,3.3
EMP0166,SKILL037,Advanced,3.8
EMP0166,SKILL011,Intermediate,3.2
EMP0166,SKILL025,Beginner,0.6
EMP0167,SKILL023,Intermediate,1.8
EMP0167,SKILL032,Intermediate,5.4
EMP0167,SKILL046,Beginner,2.8
EMP0167,SKILL038,Beginner,0.9
EMP0167,SKILL028,Advanced,2.7
EMP0167,SKILL018,Beginner,0.6
EMP0167,SKILL039,Advanced,4.0
EMP0168,SKILL021,Expert,5.1
EMP0168,SKILL020,Beginner,0.7
EMP0168,SKILL049,Intermediate,2.8
EMP0168,SKILL032,Intermediate,2.1
EMP0168,SKILL042,Advanced,5.9
EMP0168,SKILL045,Expert,6.7
EMP0168,SKILL025,Advanced,4.4
EMP0168,SKILL023,Intermediate,2.2
EMP0168,SKILL027,Intermediate,1.9
EMP0169,SKILL025,Expert,3.5
EMP0169,SKILL021,Advanced,1.3
EMP0169,SKILL043,Advanced,1.5
EMP0169,SKILL020,Expert,3.8
EMP0169,SKILL045,Intermediate,2.9
EMP0169,SKILL031,Advanced,4.1
EMP0169,SKILL042,Advanced,2.1
EMP0169,SKILL027,Intermediate,1.1
EMP0170,SKILL027,Beginner,0.5
EMP0170,SKILL020,Intermediate,0.9
EMP0170,SKILL041,Advanced,1.8
EMP0170,SKILL040,Advanced,2.6
EMP0170,SKILL024,Intermediate,1.6
EMP0170,SKILL032,Expert,4.5
EMP0170,SKILL045,Expert,4.5
EMP0170,SKILL023,Intermediate,2.6
EMP0170,SKILL031,Intermediate,1.1
EMP0171,SKILL020,Intermediate,0.8
EMP0171,SKILL023,Expert,4.4
EMP0171,SKILL011,Intermediate,2.9
EMP0171,SKILL032,Advanced,4.5
EMP0171,SKILL019,Intermediate,2.4
EMP0171,SKILL045,Advanced,4.0
EMP0171,SKILL037,Beginner,0.6
EMP0171,SKILL007,Intermediate,2.2
EMP0171,SKILL025,Advanced,4.8
EMP0171,SKILL027,Beginner,1.4
EMP0172,SKILL031,Advanced,2.2
EMP0172,SKILL045,Intermediate,2.3
EMP0172,SKILL021,Intermediate,1.0
EMP0172,SKILL025,Intermediate,2.4
EMP0172,SKILL042,Expert,3.0
EMP0172,SKILL020,Expert,8.2
EMP0172,SKILL043,Beginner,0.9
EMP0173,SKILL048,Beginner,0.8
EMP0173,SKILL032,Advanced,5.9
EMP0173,SKILL008,Intermediate,1.8
EMP0173,SKILL003,Advanced,4.2
EMP0173,SKILL027,Beginner,0.9
EMP0173,SKILL044,Advanced,6.0
EMP0173,SKILL007,Intermediate,3.1
EMP0173,SKILL043,Advanced,2.0
EMP0173,SKILL015,Intermediate,1.2
EMP0173,SKILL021,Intermediate,4.6
EMP0173,SKILL025,Beginner,0.6
EMP0173,SKILL009,Expert,6.4
EMP0174,SKILL035,Beginner,2.4
EMP0174,SKILL045,Expert,3.9
EMP0174,SKILL029,Intermediate,0.8
EMP0174,SKILL034,Intermediate,0.5
EMP0174,SKILL033,Advanced,3.5
EMP0174,SKILL047,Advanced,1.1
EMP0175,SKILL036,Advanced,9.4
EMP0175,SKILL037,Expert,7.1
EMP0175,SKILL007,Intermediate,4.4
EMP0175,SKILL011,Expert,7.9
EMP0175,SKILL025,Advanced,3.7
EMP0175,SKILL045,Expert,6.5
EMP0175,SKILL020,Advanced,7.8
EMP0176,SKILL026,Advanced,4.1
EMP0176,SKILL003,Expert,3.0
EMP0176,SKILL010,Intermediate,2.0
