invoiceNumber,supplierReference,dateCreated,paymentDueDate,totalPaymentDue,paymentStatus,late_payment_flag,poOrderNumber,glAccount,costCenter,invoiceText,postingDate
INV-a67ed9dd,7886562281513,2023-10-22 14:52:22,2024-01-19 14:52:22,58600.29,Approved,False,PO-0e9e0b52cf,GL-1062,CC-169,Invoice for PO PO-0e9e0b52cf,2023-10-28 14:52:22
INV-79e90f4d,7390354541667,2024-07-06 19:55:59,2024-10-01 19:55:59,164413.62,Overdue,False,PO-0f44b1cd39,GL-1158,CC-133,Invoice for PO PO-0f44b1cd39,2024-07-11 19:55:59
INV-f670d78e,3899237020151,2024-06-23 12:02:47,2024-08-20 12:02:47,59148.85,Approved,False,PO-105c67faf8,GL-1154,CC-132,Invoice for PO PO-105c67faf8,2024-06-22 12:02:47
INV-7c614714,3348293551289,2024-06-26 12:02:47,2024-08-20 12:02:47,71166.29,Overdue,False,PO-105c67faf8,GL-1105,CC-132,Invoice for PO PO-105c67faf8,2024-06-28 12:02:47
INV-9047b825,9881829966514,2024-10-16 11:12:47,2025-01-13 11:12:47,32707.08,Approved,False,PO-110ec96794,GL-1189,CC-163,Invoice for PO PO-110ec96794,2024-10-16 11:12:47
INV-fbf4b9db,0368162700498,2024-08-29 13:32:51,2024-09-23 13:32:51,18653.89,Rejected,False,PO-13dd833a87,GL-1176,CC-142,Invoice for PO PO-13dd833a87,2024-08-27 13:32:51
INV-fe056c44,7517329723495,2024-08-28 13:32:51,2024-09-23 13:32:51,18214.06,Paid,False,PO-13dd833a87,GL-1096,CC-142,Invoice for PO PO-13dd833a87,2024-08-28 13:32:51
INV-a35dbd9e,2565071672788,2025-08-30 01:12:01,2025-11-27 01:12:01,9953.13,Rejected,False,PO-140a91dd73,GL-1040,CC-146,Invoice for PO PO-140a91dd73,2025-08-30 01:12:01
INV-7585cab9,3381125289653,2025-09-01 01:12:01,2025-11-27 01:12:01,9539.25,Received,False,PO-140a91dd73,GL-1050,CC-146,Invoice for PO PO-140a91dd73,2025-09-03 01:12:01
INV-81e0892c,4917193465966,2024-08-20 09:17:57,2024-09-14 09:17:57,79126.92,Received,False,PO-167c3cdd8f,GL-1192,CC-150,Invoice for PO PO-167c3cdd8f,2024-08-22 09:17:57
INV-8d00fea2,2490441057752,2025-02-27 05:15:35,2025-03-27 05:15:35,49303.22,Received,False,PO-16e256e81c,GL-1046,CC-121,Invoice for PO PO-16e256e81c,2025-02-28 05:15:35
INV-c5f3d479,7534271227178,2025-04-24 21:47:03,2025-07-22 21:47:03,104058.37,Overdue,False,PO-178fe021bc,GL-1191,CC-144,Invoice for PO PO-178fe021bc,2025-04-28 21:47:03
INV-f4ce4ac0,5071820180055,2025-06-14 16:52:50,2025-08-11 16:52:50,105025.84,Paid,False,PO-182a9f32a2,GL-1105,CC-135,Invoice for PO PO-182a9f32a2,2025-06-21 16:52:50
INV-f73bea15,2926615985762,2025-09-11 22:24:15,2025-11-07 22:24:15,159.13,Scheduled for Payment,False,PO-182bb0f08e,GL-1183,CC-145,Invoice for PO PO-182bb0f08e,2025-09-17 22:24:15
INV-b2614e59,3466654435112,2025-09-12 22:24:15,2025-11-07 22:24:15,161.12,Approved,False,PO-182bb0f08e,GL-1075,CC-145,Invoice for PO PO-182bb0f08e,2025-09-09 22:24:15
INV-e4bfa82a,2207920760382,2025-02-27 02:59:23,2025-04-25 02:59:23,43577.19,Received,False,PO-182efb99b1,GL-1038,CC-117,Invoice for PO PO-182efb99b1,2025-02-25 02:59:23
INV-e633457a,6580945704811,2025-02-26 02:59:23,2025-04-25 02:59:23,37201.72,Received,False,PO-182efb99b1,GL-1027,CC-117,Invoice for PO PO-182efb99b1,2025-03-03 02:59:23
INV-af3bae66,3133261934108,2025-02-26 02:59:23,2025-04-25 02:59:23,40163.36,Overdue,False,PO-182efb99b1,GL-1159,CC-117,Invoice for PO PO-182efb99b1,2025-03-02 02:59:23
INV-c469e521,3416800389899,2024-11-14 11:28:36,2024-12-10 11:28:36,13864.26,Approved,False,PO-184ffbaada,GL-1161,CC-167,Invoice for PO PO-184ffbaada,2024-11-12 11:28:36
INV-ff14abf4,6653835534734,2024-11-11 11:28:36,2024-12-10 11:28:36,15417.5,Paid,False,PO-184ffbaada,GL-1013,CC-167,Invoice for PO PO-184ffbaada,2024-11-18 11:28:36
INV-13f55542,8086448150646,2023-12-02 09:03:03,2024-02-27 09:03:03,108974.0,Approved,False,PO-190a53d936,GL-1195,CC-121,Invoice for PO PO-190a53d936,2023-11-30 09:03:03
INV-00d5f983,5917256354434,2025-04-04 12:17:10,2025-05-31 12:17:10,84590.19,Paid,False,PO-1a0c62661a,GL-1074,CC-138,Invoice for PO PO-1a0c62661a,2025-04-06 12:17:10
INV-353fe680,6462888135153,2024-04-22 00:41:54,2024-06-18 00:41:54,20431.09,Overdue,False,PO-1acb7781f8,GL-1107,CC-178,Invoice for PO PO-1acb7781f8,2024-04-25 00:41:54
INV-0f8f9662,7999986506336,2024-04-22 00:41:54,2024-06-18 00:41:54,20456.77,Approved,False,PO-1acb7781f8,GL-1028,CC-178,Invoice for PO PO-1acb7781f8,2024-04-20 00:41:54
INV-97a3cfc0,1293144137872,2024-04-21 00:41:54,2024-06-18 00:41:54,22938.91,Overdue,False,PO-1acb7781f8,GL-1121,CC-178,Invoice for PO PO-1acb7781f8,2024-04-25 00:41:54
INV-3681b89f,7783618559551,2024-12-28 11:29:56,2025-01-24 11:29:56,41884.68,Received,False,PO-1bd4d5231e,GL-1118,CC-117,Invoice for PO PO-1bd4d5231e,2024-12-28 11:29:56
INV-f5c5a840,1695210979568,2024-12-28 11:29:56,2025-01-24 11:29:56,36333.66,Overdue,False,PO-1bd4d5231e,GL-1031,CC-117,Invoice for PO PO-1bd4d5231e,2024-12-28 11:29:56
INV-114acaf4,2610708817688,2025-10-13 06:54:14,2025-11-09 06:54:14,184843.1,Approved,False,PO-1d41d5be2b,GL-1054,CC-151,Invoice for PO PO-1d41d5be2b,2025-10-14 06:54:14
INV-12923ae6,1511780595963,2024-12-06 19:51:08,2025-01-31 19:51:08,41960.47,Overdue,False,PO-1dbbe8f40e,GL-1055,CC-131,Invoice for PO PO-1dbbe8f40e,2024-12-07 19:51:08
INV-d9415008,9566661492949,2024-12-03 19:51:08,2025-01-31 19:51:08,42258.56,Rejected,False,PO-1dbbe8f40e,GL-1121,CC-131,Invoice for PO PO-1dbbe8f40e,2024-12-05 19:51:08
INV-3c65fbbc,1315426140865,2024-12-03 19:51:08,2025-01-31 19:51:08,45400.32,Overdue,False,PO-1dbbe8f40e,GL-1082,CC-131,Invoice for PO PO-1dbbe8f40e,2024-12-11 19:51:08
INV-3273a8f2,3285181198228,2025-09-14 22:30:31,2025-12-11 22:30:31,13114.46,Paid,False,PO-203e3c2235,GL-1076,CC-111,Invoice for PO PO-203e3c2235,2025-09-16 22:30:31
INV-2a2a00b0,2875015075460,2025-09-14 22:30:31,2025-12-11 22:30:31,12678.7,Scheduled for Payment,False,PO-203e3c2235,GL-1121,CC-111,Invoice for PO PO-203e3c2235,2025-09-18 22:30:31
INV-dff322bd,3125350385816,2024-12-20 02:13:04,2025-01-16 02:13:04,57776.53,Overdue,False,PO-2057aa5759,GL-1004,CC-170,Invoice for PO PO-2057aa5759,2024-12-21 02:13:04
INV-e4282fcb,0364849939472,2024-01-06 12:14:57,2024-03-05 12:14:57,747.33,Paid,True,PO-205eb2a3c2,GL-1160,CC-133,Invoice for PO PO-205eb2a3c2,2024-01-14 12:14:57
INV-e63244b8,0836549843293,2024-01-06 12:14:57,2024-03-05 12:14:57,775.51,Received,False,PO-205eb2a3c2,GL-1051,CC-133,Invoice for PO PO-205eb2a3c2,2024-01-15 12:14:57
INV-707cbb92,5172551285849,2024-01-09 12:14:57,2024-03-05 12:14:57,777.09,Approved,False,PO-205eb2a3c2,GL-1067,CC-133,Invoice for PO PO-205eb2a3c2,2024-01-15 12:14:57
INV-ff9887f2,7036351602986,2024-07-12 00:28:00,2024-08-09 00:28:00,56435.84,Approved,False,PO-21a6864703,GL-1089,CC-126,Invoice for PO PO-21a6864703,2024-07-14 00:28:00
INV-e5d0217c,9826138290998,2024-07-15 00:28:00,2024-08-09 00:28:00,54388.27,Paid,False,PO-21a6864703,GL-1123,CC-126,Invoice for PO PO-21a6864703,2024-07-16 00:28:00
INV-29fd5cb6,8667942281410,2024-07-12 00:28:00,2024-08-09 00:28:00,50007.13,Approved,False,PO-21a6864703,GL-1112,CC-126,Invoice for PO PO-21a6864703,2024-07-13 00:28:00
INV-c3e5a844,4458977455631,2025-03-11 10:30:36,2025-05-09 10:30:36,50435.42,Overdue,False,PO-2226211736,GL-1166,CC-170,Invoice for PO PO-2226211736,2025-03-13 10:30:36
INV-bb70646c,1793419413316,2025-03-11 10:30:36,2025-05-09 10:30:36,53201.14,Received,False,PO-2226211736,GL-1036,CC-170,Invoice for PO PO-2226211736,2025-03-20 10:30:36
INV-83832d13,0892297980574,2024-01-17 18:40:38,2024-04-15 18:40:38,3658.08,Overdue,False,PO-22886dbae8,GL-1104,CC-130,Invoice for PO PO-22886dbae8,2024-01-22 18:40:38
INV-e595c7b3,8362769560464,2024-01-21 18:40:38,2024-04-15 18:40:38,3989.83,Overdue,False,PO-22886dbae8,GL-1026,CC-130,Invoice for PO PO-22886dbae8,2024-01-23 18:40:38
INV-40dfb023,5671872466598,2024-01-21 18:40:38,2024-04-15 18:40:38,3929.32,Paid,False,PO-22886dbae8,GL-1111,CC-130,Invoice for PO PO-22886dbae8,2024-01-17 18:40:38
INV-7f6d89e3,2639976027391,2024-11-22 16:21:11,2024-12-18 16:21:11,39363.87,Overdue,False,PO-246cd283bf,GL-1006,CC-107,Invoice for PO PO-246cd283bf,2024-11-20 16:21:11
INV-f7b98a2a,8492291685967,2024-11-20 16:21:11,2024-12-18 16:21:11,32265.62,Overdue,False,PO-246cd283bf,GL-1111,CC-107,Invoice for PO PO-246cd283bf,2024-11-25 16:21:11
INV-083ec643,5027512067401,2025-02-03 17:18:12,2025-05-02 17:18:12,16400.45,Rejected,False,PO-25339e1eee,GL-1057,CC-173,Invoice for PO PO-25339e1eee,2025-02-06 17:18:12
INV-eb4df137,7144160552559,2025-02-05 17:18:12,2025-05-02 17:18:12,17717.55,Approved,False,PO-25339e1eee,GL-1068,CC-173,Invoice for PO PO-25339e1eee,2025-02-08 17:18:12
INV-8fdb6a46,8712697016104,2023-12-31 19:50:48,2024-03-25 19:50:48,49904.76,Received,False,PO-2642d6fff6,GL-1193,CC-177,Invoice for PO PO-2642d6fff6,2023-12-27 19:50:48
INV-62db2d29,7655201510396,2023-12-27 19:50:48,2024-03-25 19:50:48,56694.94,Approved,False,PO-2642d6fff6,GL-1000,CC-177,Invoice for PO PO-2642d6fff6,2023-12-28 19:50:48
INV-967f8248,7208236561460,2024-03-23 16:16:24,2024-04-21 16:16:24,172600.49,Paid,False,PO-271ed3d7b6,GL-1067,CC-156,Invoice for PO PO-271ed3d7b6,2024-04-01 16:16:24
INV-6bd6783f,8491750797500,2025-01-29 14:07:23,2025-03-28 14:07:23,151330.15,Overdue,False,PO-27c3f7f0e8,GL-1064,CC-118,Invoice for PO PO-27c3f7f0e8,2025-02-05 14:07:23
INV-3cf7a7ab,6007491632936,2025-08-08 02:04:45,2025-09-06 02:04:45,68122.47,Received,False,PO-28980ee769,GL-1001,CC-153,Invoice for PO PO-28980ee769,2025-08-15 02:04:45
INV-28f0a5d9,1748722595600,2023-11-23 01:42:54,2024-01-20 01:42:54,27023.25,Approved,False,PO-292bc3fa56,GL-1147,CC-151,Invoice for PO PO-292bc3fa56,2023-11-22 01:42:54
INV-bfb441bd,8401548424464,2023-11-24 01:42:54,2024-01-20 01:42:54,26479.21,Approved,False,PO-292bc3fa56,GL-1107,CC-151,Invoice for PO PO-292bc3fa56,2023-11-26 01:42:54
INV-e6f1f805,4699061989131,2023-11-25 01:42:54,2024-01-20 01:42:54,21273.59,Overdue,False,PO-292bc3fa56,GL-1004,CC-151,Invoice for PO PO-292bc3fa56,2023-11-30 01:42:54
INV-9f604603,2679562749993,2024-09-08 23:53:28,2024-11-02 23:53:28,82168.67,Paid,False,PO-2bf615fdbd,GL-1075,CC-120,Invoice for PO PO-2bf615fdbd,2024-09-04 23:53:28
INV-1367c047,5404116809758,2025-09-07 20:04:58,2025-11-03 20:04:58,34461.93,Scheduled for Payment,False,PO-2d00de42c2,GL-1189,CC-116,Invoice for PO PO-2d00de42c2,2025-09-14 20:04:58
INV-372761e0,4127203381869,2025-09-08 20:04:58,2025-11-03 20:04:58,32478.9,Approved,False,PO-2d00de42c2,GL-1081,CC-116,Invoice for PO PO-2d00de42c2,2025-09-10 20:04:58
INV-fcd9f876,7794973453934,2025-05-07 08:18:56,2025-06-05 08:18:56,1028.8,Overdue,False,PO-2d8a6ba978,GL-1058,CC-161,Invoice for PO PO-2d8a6ba978,2025-05-16 08:18:56
INV-4e538753,8149203973956,2024-12-15 02:22:14,2025-01-13 02:22:14,39770.31,Paid,False,PO-2dfaabe13c,GL-1065,CC-161,Invoice for PO PO-2dfaabe13c,2024-12-24 02:22:14
INV-f6c80fe8,3964797526952,2024-01-08 01:41:10,2024-03-04 01:41:10,15233.48,Rejected,False,PO-2e2c00e379,GL-1059,CC-170,Invoice for PO PO-2e2c00e379,2024-01-11 01:41:10
INV-d9c2ecc5,9737348881770,2024-09-03 05:04:46,2024-10-28 05:04:46,130618.09,Received,False,PO-2e64325b91,GL-1196,CC-136,Invoice for PO PO-2e64325b91,2024-09-03 05:04:46
INV-9f2d3ece,0756246140108,2023-12-04 06:19:46,2024-01-02 06:19:46,114317.51,Received,False,PO-2eefc7e369,GL-1113,CC-133,Invoice for PO PO-2eefc7e369,2023-12-06 06:19:46
INV-fca0f578,3520103343448,2023-11-07 18:33:02,2024-01-05 18:33:02,102307.36,Received,False,PO-2f4b8ecdc5,GL-1069,CC-116,Invoice for PO PO-2f4b8ecdc5,2023-11-10 18:33:02
INV-cabf1ae2,9581839687583,2024-10-04 07:18:26,2024-12-31 07:18:26,18715.39,Overdue,False,PO-2f93c3b7ea,GL-1046,CC-137,Invoice for PO PO-2f93c3b7ea,2024-10-05 07:18:26
INV-76494ca1,8447962748885,2024-10-05 07:18:26,2024-12-31 07:18:26,18811.96,Received,False,PO-2f93c3b7ea,GL-1083,CC-137,Invoice for PO PO-2f93c3b7ea,2024-10-12 07:18:26
INV-023e3d97,0468054402216,2025-07-22 20:37:41,2025-10-15 20:37:41,12728.06,Received,False,PO-30db8f160f,GL-1064,CC-167,Invoice for PO PO-30db8f160f,2025-07-26 20:37:41
INV-59b5ac1d,5694806627032,2025-07-18 20:37:41,2025-10-15 20:37:41,12145.19,Paid,False,PO-30db8f160f,GL-1122,CC-167,Invoice for PO PO-30db8f160f,2025-07-19 20:37:41
INV-18e4d8d9,1614521933816,2025-07-21 20:37:41,2025-10-15 20:37:41,13438.8,Received,False,PO-30db8f160f,GL-1198,CC-167,Invoice for PO PO-30db8f160f,2025-07-23 20:37:41
INV-6d9fee7a,9162072477485,2024-05-10 02:05:11,2024-08-04 02:05:11,111062.25,Overdue,False,PO-30e503fce1,GL-1058,CC-152,Invoice for PO PO-30e503fce1,2024-05-16 02:05:11
INV-07a23ddd,3973480321675,2024-06-28 06:05:47,2024-08-25 06:05:47,70309.36,Received,False,PO-3198efe047,GL-1023,CC-126,Invoice for PO PO-3198efe047,2024-06-29 06:05:47
INV-e233d02d,9436471368096,2024-07-14 14:35:34,2024-08-08 14:35:34,64214.43,Paid,False,PO-3251e38c3c,GL-1043,CC-142,Invoice for PO PO-3251e38c3c,2024-07-15 14:35:34
INV-569a7780,0540005576242,2024-09-01 08:21:57,2024-09-27 08:21:57,67666.92,Paid,True,PO-3283cab04d,GL-1124,CC-165,Invoice for PO PO-3283cab04d,2024-08-30 08:21:57
INV-17c1151f,0161282745611,2024-09-17 03:44:54,2024-12-15 03:44:54,32112.81,Overdue,False,PO-3480d58244,GL-1097,CC-164,Invoice for PO PO-3480d58244,2024-09-26 03:44:54
INV-1b558397,3871380613848,2024-09-19 03:44:54,2024-12-15 03:44:54,29242.44,Received,False,PO-3480d58244,GL-1002,CC-164,Invoice for PO PO-3480d58244,2024-09-21 03:44:54
INV-5c8bebf0,2026087278789,2024-09-18 03:44:54,2024-12-15 03:44:54,27439.61,Received,False,PO-3480d58244,GL-1000,CC-164,Invoice for PO PO-3480d58244,2024-09-20 03:44:54
INV-77d182b3,6888539453320,2025-06-30 23:55:04,2025-09-25 23:55:04,71513.56,Overdue,False,PO-365febe92c,GL-1116,CC-117,Invoice for PO PO-365febe92c,2025-07-07 23:55:04
INV-1e72436f,6128974746701,2024-07-27 02:14:15,2024-09-24 02:14:15,4329.37,Approved,False,PO-366536cad7,GL-1129,CC-169,Invoice for PO PO-366536cad7,2024-07-31 02:14:15
INV-ac6eae88,4341997947364,2024-07-27 02:14:15,2024-09-24 02:14:15,4197.38,Overdue,False,PO-366536cad7,GL-1166,CC-169,Invoice for PO PO-366536cad7,2024-08-03 02:14:15
INV-001af33a,3136508626392,2024-07-31 02:14:15,2024-09-24 02:14:15,5236.65,Paid,False,PO-366536cad7,GL-1164,CC-169,Invoice for PO PO-366536cad7,2024-08-01 02:14:15
INV-7d20ed3b,8989566040670,2024-06-21 17:08:15,2024-09-18 17:08:15,28199.21,Received,False,PO-3af90865a0,GL-1090,CC-100,Invoice for PO PO-3af90865a0,2024-06-25 17:08:15
INV-ef5cf79d,9461028885382,2024-06-24 17:08:15,2024-09-18 17:08:15,28678.95,Approved,False,PO-3af90865a0,GL-1117,CC-100,Invoice for PO PO-3af90865a0,2024-06-22 17:08:15
INV-85bf31e7,0700988792088,2024-06-23 17:08:15,2024-09-18 17:08:15,33678.96,Approved,False,PO-3af90865a0,GL-1170,CC-100,Invoice for PO PO-3af90865a0,2024-06-24 17:08:15
INV-d67eb849,7600068058468,2025-01-11 14:15:59,2025-04-08 14:15:59,30854.95,Approved,False,PO-3b985da3bf,GL-1128,CC-150,Invoice for PO PO-3b985da3bf,2025-01-14 14:15:59
INV-9d822a06,3846063701341,2025-01-11 14:15:59,2025-04-08 14:15:59,35132.99,Paid,False,PO-3b985da3bf,GL-1002,CC-150,Invoice for PO PO-3b985da3bf,2025-01-11 14:15:59
INV-a8122f05,0119083063496,2023-12-19 07:57:21,2024-02-14 07:57:21,40514.26,Paid,True,PO-4027948abf,GL-1022,CC-135,Invoice for PO PO-4027948abf,2023-12-18 07:57:21
INV-2436eb35,5550551186890,2024-05-01 09:12:18,2024-05-30 09:12:18,6792.7,Received,False,PO-40a7a60daf,GL-1051,CC-164,Invoice for PO PO-40a7a60daf,2024-05-10 09:12:18
INV-e049066d,6554078644801,2024-05-01 09:12:18,2024-05-30 09:12:18,6688.63,Paid,False,PO-40a7a60daf,GL-1150,CC-164,Invoice for PO PO-40a7a60daf,2024-05-07 09:12:18
INV-a3ef84c5,5163035481093,2024-05-01 09:12:18,2024-05-30 09:12:18,7147.83,Paid,False,PO-40a7a60daf,GL-1144,CC-164,Invoice for PO PO-40a7a60daf,2024-05-04 09:12:18
INV-65e98e42,3970041083041,2024-03-08 02:45:43,2024-04-06 02:45:43,39435.43,Received,False,PO-4100dea90f,GL-1007,CC-129,Invoice for PO PO-4100dea90f,2024-03-17 02:45:43
INV-a4da647b,0543659974884,2025-04-28 17:43:33,2025-06-23 17:43:33,111075.21,Rejected,False,PO-425ed22794,GL-1141,CC-118,Invoice for PO PO-425ed22794,2025-04-26 17:43:33
INV-9f77a632,4439384034008,2024-02-12 23:22:46,2024-04-09 23:22:46,46872.27,Received,False,PO-4295f4361e,GL-1009,CC-160,Invoice for PO PO-4295f4361e,2024-02-11 23:22:46
INV-d3820444,0468708623141,2024-02-14 23:22:46,2024-04-09 23:22:46,50859.31,Received,False,PO-4295f4361e,GL-1180,CC-160,Invoice for PO PO-4295f4361e,2024-02-15 23:22:46
INV-367d87b3,9351969369624,2024-08-22 20:27:17,2024-11-16 20:27:17,44752.76,Approved,False,PO-42bf143034,GL-1190,CC-154,Invoice for PO PO-42bf143034,2024-08-25 20:27:17
INV-8b4ef025,4622805732557,2025-05-11 18:40:28,2025-08-05 18:40:28,1656.96,Overdue,False,PO-42d15540ec,GL-1076,CC-152,Invoice for PO PO-42d15540ec,2025-05-12 18:40:28
INV-b72ae302,9792363258594,2025-03-26 05:55:17,2025-06-21 05:55:17,38353.0,Approved,False,PO-43287270ab,GL-1041,CC-129,Invoice for PO PO-43287270ab,2025-03-31 05:55:17
INV-fa3cfa41,1152913282321,2023-12-06 03:05:06,2024-01-04 03:05:06,58238.38,Approved,False,PO-437dd584e1,GL-1055,CC-171,Invoice for PO PO-437dd584e1,2023-12-07 03:05:06
INV-6e1b9e53,7117687571129,2023-12-09 03:05:06,2024-01-04 03:05:06,57502.92,Approved,False,PO-437dd584e1,GL-1160,CC-171,Invoice for PO PO-437dd584e1,2023-12-06 03:05:06
INV-f3c48e82,4599054559085,2023-12-06 03:05:06,2024-01-04 03:05:06,45331.25,Overdue,False,PO-437dd584e1,GL-1146,CC-171,Invoice for PO PO-437dd584e1,2023-12-14 03:05:06
INV-86e1fca1,5975559454800,2025-04-06 22:39:30,2025-06-03 22:39:30,57876.47,Approved,False,PO-441dd8b3e2,GL-1138,CC-180,Invoice for PO PO-441dd8b3e2,2025-04-06 22:39:30
INV-6ecfdcaa,7692803810592,2025-04-05 22:39:30,2025-06-03 22:39:30,57742.79,Received,False,PO-441dd8b3e2,GL-1186,CC-180,Invoice for PO PO-441dd8b3e2,2025-04-07 22:39:30
INV-5ea96ec2,2595146035729,2025-04-06 22:39:30,2025-06-03 22:39:30,44561.94,Approved,False,PO-441dd8b3e2,GL-1015,CC-180,Invoice for PO PO-441dd8b3e2,2025-04-13 22:39:30
INV-a7a5654d,1010943461294,2024-07-23 05:17:06,2024-10-20 05:17:06,25293.25,Approved,False,PO-4433341728,GL-1111,CC-156,Invoice for PO PO-4433341728,2024-07-31 05:17:06
INV-d4a1953a,5698050861426,2024-07-23 05:17:06,2024-10-20 05:17:06,25183.51,Received,False,PO-4433341728,GL-1016,CC-156,Invoice for PO PO-4433341728,2024-07-30 05:17:06
INV-6ace7569,1513383245993,2024-07-23 05:17:06,2024-10-20 05:17:06,31451.38,Received,False,PO-4433341728,GL-1024,CC-156,Invoice for PO PO-4433341728,2024-07-24 05:17:06
INV-dba5862c,2448004810917,2024-06-04 21:37:03,2024-08-31 21:37:03,4620.67,Paid,False,PO-44450990c8,GL-1023,CC-105,Invoice for PO PO-44450990c8,2024-06-10 21:37:03
INV-57edab52,0822728195222,2024-06-06 21:37:03,2024-08-31 21:37:03,5172.05,Rejected,False,PO-44450990c8,GL-1177,CC-105,Invoice for PO PO-44450990c8,2024-06-03 21:37:03
INV-62c02509,9237554083307,2024-06-05 21:37:03,2024-08-31 21:37:03,5170.52,Received,False,PO-44450990c8,GL-1083,CC-105,Invoice for PO PO-44450990c8,2024-06-06 21:37:03
INV-62ea0aa1,0882187712651,2024-07-21 06:12:49,2024-09-18 06:12:49,62172.98,Overdue,False,PO-44606fa650,GL-1054,CC-156,Invoice for PO PO-44606fa650,2024-07-28 06:12:49
INV-760917f6,1567480697742,2024-07-24 06:12:49,2024-09-18 06:12:49,62682.68,Paid,False,PO-44606fa650,GL-1163,CC-156,Invoice for PO PO-44606fa650,2024-07-23 06:12:49
INV-2134d3e4,2174314445654,2024-01-04 18:13:50,2024-03-02 18:13:50,3265.29,Paid,False,PO-44636f1332,GL-1174,CC-176,Invoice for PO PO-44636f1332,2024-01-11 18:13:50
INV-2c0652b4,8289819197367,2024-10-06 04:18:35,2024-10-31 04:18:35,760.74,Paid,False,PO-4595c18db8,GL-1034,CC-120,Invoice for PO PO-4595c18db8,2024-10-09 04:18:35
INV-f9d29038,1933728578836,2024-10-05 04:18:35,2024-10-31 04:18:35,817.45,Received,False,PO-4595c18db8,GL-1166,CC-120,Invoice for PO PO-4595c18db8,2024-10-02 04:18:35
INV-50ce06a4,0333994084108,2024-10-06 04:18:35,2024-10-31 04:18:35,811.44,Received,False,PO-4595c18db8,GL-1196,CC-120,Invoice for PO PO-4595c18db8,2024-10-08 04:18:35
INV-22e8f4d3,3311037007120,2024-03-25 23:22:17,2024-05-20 23:22:17,10970.26,Approved,False,PO-45a3743a12,GL-1060,CC-125,Invoice for PO PO-45a3743a12,2024-03-29 23:22:17
INV-e5adffb6,3199639353469,2024-03-24 23:22:17,2024-05-20 23:22:17,9361.11,Approved,False,PO-45a3743a12,GL-1190,CC-125,Invoice for PO PO-45a3743a12,2024-03-27 23:22:17
INV-ef25648d,8553649439417,2024-03-25 23:22:17,2024-05-20 23:22:17,10133.82,Received,False,PO-45a3743a12,GL-1002,CC-125,Invoice for PO PO-45a3743a12,2024-03-23 23:22:17
INV-ff32f826,8590000519760,2024-07-29 05:00:05,2024-10-23 05:00:05,53996.96,Received,False,PO-46eee4291d,GL-1163,CC-155,Invoice for PO PO-46eee4291d,2024-07-31 05:00:05
INV-7e3f2048,2563491121480,2024-07-30 05:00:05,2024-10-23 05:00:05,59711.08,Overdue,False,PO-46eee4291d,GL-1049,CC-155,Invoice for PO PO-46eee4291d,2024-07-28 05:00:05
INV-701bd300,9593577884421,2024-07-26 05:00:05,2024-10-23 05:00:05,52988.81,Overdue,False,PO-46eee4291d,GL-1058,CC-155,Invoice for PO PO-46eee4291d,2024-08-01 05:00:05
INV-187862a4,5898514960492,2025-03-26 10:59:54,2025-06-20 10:59:54,26250.49,Rejected,False,PO-4809bca365,GL-1103,CC-168,Invoice for PO PO-4809bca365,2025-03-26 10:59:54
INV-2a661397,5315124042276,2025-03-25 10:59:54,2025-06-20 10:59:54,26440.04,Overdue,False,PO-4809bca365,GL-1102,CC-168,Invoice for PO PO-4809bca365,2025-03-25 10:59:54
INV-2f72450f,1118471006380,2025-03-27 10:59:54,2025-06-20 10:59:54,22626.18,Received,False,PO-4809bca365,GL-1067,CC-168,Invoice for PO PO-4809bca365,2025-03-24 10:59:54
INV-338be146,4706458899222,2024-12-30 10:49:55,2025-02-26 10:49:55,36444.7,Received,False,PO-49a86223f0,GL-1126,CC-117,Invoice for PO PO-49a86223f0,2025-01-05 10:49:55
INV-82b02ab9,5550793968377,2025-02-18 16:01:34,2025-03-19 16:01:34,174077.66,Overdue,False,PO-4a4c14c2f5,GL-1157,CC-169,Invoice for PO PO-4a4c14c2f5,2025-02-25 16:01:34
INV-853198b6,3729369806128,2025-07-20 16:37:15,2025-08-15 16:37:15,15090.8,Overdue,False,PO-4afa21055f,GL-1066,CC-180,Invoice for PO PO-4afa21055f,2025-07-17 16:37:15
INV-068439ef,7905122344731,2025-07-19 16:37:15,2025-08-15 16:37:15,15693.76,Received,False,PO-4afa21055f,GL-1175,CC-180,Invoice for PO PO-4afa21055f,2025-07-22 16:37:15
INV-ba453a83,2948676153263,2024-01-06 14:15:54,2024-03-05 14:15:54,147227.59,Overdue,False,PO-4b41e4a5f2,GL-1154,CC-165,Invoice for PO PO-4b41e4a5f2,2024-01-07 14:15:54
INV-5d60d9d8,3544005972476,2024-07-20 22:15:24,2024-10-16 22:15:24,53213.1,Overdue,False,PO-4d334d588c,GL-1155,CC-157,Invoice for PO PO-4d334d588c,2024-07-27 22:15:24
INV-0aac17f6,8440511948040,2024-07-21 22:15:24,2024-10-16 22:15:24,60281.26,Approved,False,PO-4d334d588c,GL-1166,CC-157,Invoice for PO PO-4d334d588c,2024-07-28 22:15:24
INV-a60bc001,0049435146686,2024-06-29 03:17:38,2024-07-28 03:17:38,24640.26,Paid,True,PO-4e27323c75,GL-1039,CC-107,Invoice for PO PO-4e27323c75,2024-07-07 03:17:38
