employee_id,campaign_id,role,responsibility,allocation_percentage
EMP-10022,adi_082025_007,Campaign Lead,Campaign Execution & Performance,69
EMP-10010,adi_082025_007,Budget Owner,Budget Management & ROI,24
EMP-10019,adi_082025_016,Campaign Lead,Campaign Execution & Performance,62
EMP-10013,adi_082025_016,Budget Owner,Budget Management & ROI,16
EMP-10017,adi_082025_011,Campaign Lead,Campaign Execution & Performance,79
EMP-10018,adi_082025_011,Budget Owner,Budget Management & ROI,17
EMP-10019,adi_082025_007,Campaign Lead,Campaign Execution & Performance,46
EMP-10009,adi_082025_007,Budget Owner,Budget Management & ROI,20
EMP-10018,adi_082025_016,Campaign Lead,Campaign Execution & Performance,74
EMP-10019,adi_082025_016,Budget Owner,Budget Management & ROI,23
EMP-10019,adi_082025_011,Campaign Lead,Campaign Execution & Performance,47
EMP-10009,adi_082025_011,Budget Owner,Budget Management & ROI,23
EMP-10017,adi_082025_007,Campaign Lead,Campaign Execution & Performance,61
EMP-10019,adi_082025_007,Budget Owner,Budget Management & ROI,23
EMP-10021,adi_082025_016,Campaign Lead,Campaign Execution & Performance,48
EMP-10009,adi_082025_016,Budget Owner,Budget Management & ROI,14
EMP-10018,adi_082025_011,Campaign Lead,Campaign Execution & Performance,78
EMP-10014,adi_082025_011,Budget Owner,Budget Management & ROI,16
EMP-10021,adi_082025_016,Campaign Lead,Campaign Execution & Performance,57
EMP-10022,adi_082025_016,Budget Owner,Budget Management & ROI,15
EMP-10020,adi_082025_010,Campaign Lead,Campaign Execution & Performance,61
EMP-10013,adi_082025_010,Budget Owner,Budget Management & ROI,17
EMP-10019,adi_082025_014,Campaign Lead,Campaign Execution & Performance,63
EMP-10017,adi_082025_014,Budget Owner,Budget Management & ROI,22
EMP-10022,adi_082025_010,Campaign Lead,Campaign Execution & Performance,76
EMP-10012,adi_082025_010,Budget Owner,Budget Management & ROI,21
EMP-10018,adi_082025_014,Campaign Lead,Campaign Execution & Performance,76
EMP-10024,adi_082025_014,Budget Owner,Budget Management & ROI,11
EMP-10017,adi_082025_001,Campaign Lead,Campaign Execution & Performance,55
EMP-10022,adi_082025_001,Budget Owner,Budget Management & ROI,21
EMP-10017,adi_082025_010,Campaign Lead,Campaign Execution & Performance,54
EMP-10024,adi_082025_010,Budget Owner,Budget Management & ROI,19
EMP-10019,adi_082025_014,Campaign Lead,Campaign Execution & Performance,61
EMP-10006,adi_082025_014,Budget Owner,Budget Management & ROI,12
EMP-10024,adi_082025_010,Campaign Lead,Campaign Execution & Performance,58
EMP-10015,adi_082025_010,Budget Owner,Budget Management & ROI,13
EMP-10023,adi_082025_014,Campaign Lead,Campaign Execution & Performance,73
EMP-10008,adi_082025_014,Budget Owner,Budget Management & ROI,21
EMP-10017,adi_082025_015,Campaign Lead,Campaign Execution & Performance,75
EMP-10009,adi_082025_015,Budget Owner,Budget Management & ROI,21
EMP-10018,adi_082025_006,Campaign Lead,Campaign Execution & Performance,74
EMP-10013,adi_082025_006,Budget Owner,Budget Management & ROI,18
EMP-10022,adi_082025_006,Campaign Lead,Campaign Execution & Performance,40
EMP-10019,adi_082025_006,Budget Owner,Budget Management & ROI,10
EMP-10020,adi_082025_015,Campaign Lead,Campaign Execution & Performance,59
EMP-10005,adi_082025_015,Budget Owner,Budget Management & ROI,16
EMP-10017,adi_082025_009,Campaign Lead,Campaign Execution & Performance,80
EMP-10015,adi_082025_009,Budget Owner,Budget Management & ROI,14
EMP-10019,adi_082025_012,Campaign Lead,Campaign Execution & Performance,74
EMP-10020,adi_082025_012,Budget Owner,Budget Management & ROI,21
EMP-10023,adi_082025_003,Campaign Lead,Campaign Execution & Performance,49
EMP-10008,adi_082025_003,Budget Owner,Budget Management & ROI,23
EMP-10020,adi_092025_003,Campaign Lead,Campaign Execution & Performance,73
EMP-10018,adi_092025_003,Budget Owner,Budget Management & ROI,14
EMP-10022,adi_092025_003,Campaign Lead,Campaign Execution & Performance,46
EMP-10013,adi_092025_003,Budget Owner,Budget Management & ROI,16
EMP-10019,adi_092025_003,Campaign Lead,Campaign Execution & Performance,52
EMP-10022,adi_092025_003,Budget Owner,Budget Management & ROI,23
EMP-10018,adi_092025_003,Campaign Lead,Campaign Execution & Performance,75
EMP-10020,adi_092025_003,Budget Owner,Budget Management & ROI,13
EMP-10020,adi_092025_005,Campaign Lead,Campaign Execution & Performance,47
EMP-10013,adi_092025_005,Budget Owner,Budget Management & ROI,17
EMP-10019,adi_092025_012,Campaign Lead,Campaign Execution & Performance,61
EMP-10020,adi_092025_012,Budget Owner,Budget Management & ROI,14
EMP-10020,adi_092025_012,Campaign Lead,Campaign Execution & Performance,58
EMP-10013,adi_092025_012,Budget Owner,Budget Management & ROI,18
EMP-10020,adi_092025_007,Campaign Lead,Campaign Execution & Performance,66
EMP-10014,adi_092025_007,Budget Owner,Budget Management & ROI,19
EMP-10020,adi_092025_002,Campaign Lead,Campaign Execution & Performance,61
EMP-10007,adi_092025_002,Budget Owner,Budget Management & ROI,14
EMP-10024,adi_092025_012,Campaign Lead,Campaign Execution & Performance,56
EMP-10020,adi_092025_007,Campaign Lead,Campaign Execution & Performance,49
EMP-10012,adi_092025_007,Budget Owner,Budget Management & ROI,17
EMP-10020,adi_092025_002,Campaign Lead,Campaign Execution & Performance,53
EMP-10023,adi_092025_002,Budget Owner,Budget Management & ROI,15
EMP-10018,adi_092025_012,Campaign Lead,Campaign Execution & Performance,50
EMP-10022,adi_092025_012,Budget Owner,Budget Management & ROI,20
EMP-10024,adi_092025_007,Campaign Lead,Campaign Execution & Performance,40
EMP-10013,adi_092025_007,Budget Owner,Budget Management & ROI,11
EMP-10022,adi_092025_002,Campaign Lead,Campaign Execution & Performance,75
EMP-10017,adi_092025_007,Campaign Lead,Campaign Execution & Performance,71
EMP-10019,adi_092025_007,Budget Owner,Budget Management & ROI,24
EMP-10019,adi_092025_002,Campaign Lead,Campaign Execution & Performance,77
EMP-10017,adi_092025_002,Budget Owner,Budget Management & ROI,21
EMP-10021,adi_092025_008,Campaign Lead,Campaign Execution & Performance,54
EMP-10011,adi_092025_008,Budget Owner,Budget Management & ROI,25
EMP-10019,adi_092025_013,Campaign Lead,Campaign Execution & Performance,74
EMP-10016,adi_092025_013,Budget Owner,Budget Management & ROI,16
EMP-10023,adi_092025_008,Campaign Lead,Campaign Execution & Performance,78
EMP-10016,adi_092025_008,Budget Owner,Budget Management & ROI,18
EMP-10021,adi_092025_013,Campaign Lead,Campaign Execution & Performance,41
EMP-10020,adi_092025_013,Budget Owner,Budget Management & ROI,25
EMP-10021,adi_092025_001,Campaign Lead,Campaign Execution & Performance,43
EMP-10019,adi_092025_001,Budget Owner,Budget Management & ROI,18
EMP-10022,adi_092025_008,Campaign Lead,Campaign Execution & Performance,70
EMP-10014,adi_092025_008,Budget Owner,Budget Management & ROI,19
EMP-10019,adi_092025_013,Campaign Lead,Campaign Execution & Performance,45
EMP-10021,adi_092025_013,Budget Owner,Budget Management & ROI,11
EMP-10020,adi_092025_008,Campaign Lead,Campaign Execution & Performance,53
EMP-10012,adi_092025_008,Budget Owner,Budget Management & ROI,15
EMP-10020,adi_092025_013,Campaign Lead,Campaign Execution & Performance,58
EMP-10019,adi_092025_013,Budget Owner,Budget Management & ROI,24
EMP-10020,adi_092025_004,Campaign Lead,Campaign Execution & Performance,51
EMP-10012,adi_092025_004,Budget Owner,Budget Management & ROI,17
EMP-10022,adi_092025_011,Campaign Lead,Campaign Execution & Performance,40
EMP-10010,adi_092025_011,Budget Owner,Budget Management & ROI,24
EMP-10024,adi_092025_011,Campaign Lead,Campaign Execution & Performance,65
EMP-10020,adi_092025_011,Budget Owner,Budget Management & ROI,18
EMP-10024,adi_092025_004,Campaign Lead,Campaign Execution & Performance,77
EMP-10006,adi_092025_004,Budget Owner,Budget Management & ROI,16
EMP-10018,adi_092025_006,Campaign Lead,Campaign Execution & Performance,75
EMP-10013,adi_092025_006,Budget Owner,Budget Management & ROI,16
EMP-10024,adi_092025_010,Campaign Lead,Campaign Execution & Performance,69
EMP-10007,adi_092025_010,Budget Owner,Budget Management & ROI,17
EMP-10022,adi_092025_009,Campaign Lead,Campaign Execution & Performance,60
EMP-10014,adi_092025_009,Budget Owner,Budget Management & ROI,16
EMP-10022,adi_102025_005,Campaign Lead,Campaign Execution & Performance,77
EMP-10008,adi_102025_005,Budget Owner,Budget Management & ROI,19
EMP-10024,adi_102025_005,Campaign Lead,Campaign Execution & Performance,73
EMP-10007,adi_102025_005,Budget Owner,Budget Management & ROI,19
EMP-10020,adi_102025_005,Campaign Lead,Campaign Execution & Performance,79
EMP-10021,adi_102025_005,Budget Owner,Budget Management & ROI,17
EMP-10017,adi_102025_005,Campaign Lead,Campaign Execution & Performance,68
EMP-10022,adi_102025_005,Budget Owner,Budget Management & ROI,18
EMP-10023,adi_102025_005,Campaign Lead,Campaign Execution & Performance,65
EMP-10006,adi_102025_005,Budget Owner,Budget Management & ROI,21
EMP-10022,adi_102025_004,Campaign Lead,Campaign Execution & Performance,70
EMP-10014,adi_102025_004,Budget Owner,Budget Management & ROI,17
EMP-10017,adi_102025_003,Campaign Lead,Campaign Execution & Performance,47
EMP-10013,adi_102025_003,Budget Owner,Budget Management & ROI,24
EMP-10023,adi_102025_007,Campaign Lead,Campaign Execution & Performance,58
EMP-10011,adi_102025_007,Budget Owner,Budget Management & ROI,21
EMP-10020,adi_102025_010,Campaign Lead,Campaign Execution & Performance,62
EMP-10008,adi_102025_010,Budget Owner,Budget Management & ROI,20
EMP-10021,adi_102025_003,Campaign Lead,Campaign Execution & Performance,55
EMP-10007,adi_102025_003,Budget Owner,Budget Management & ROI,11
EMP-10021,adi_102025_007,Campaign Lead,Campaign Execution & Performance,56
EMP-10022,adi_102025_007,Budget Owner,Budget Management & ROI,21
EMP-10024,adi_102025_010,Campaign Lead,Campaign Execution & Performance,72
EMP-10014,adi_102025_010,Budget Owner,Budget Management & ROI,23
EMP-10024,adi_102025_003,Campaign Lead,Campaign Execution & Performance,63
EMP-10022,adi_102025_003,Budget Owner,Budget Management & ROI,16
EMP-10018,adi_102025_007,Campaign Lead,Campaign Execution & Performance,51
EMP-10010,adi_102025_007,Budget Owner,Budget Management & ROI,22
EMP-10017,adi_102025_010,Campaign Lead,Campaign Execution & Performance,66
EMP-10012,adi_102025_010,Budget Owner,Budget Management & ROI,10
EMP-10023,adi_102025_003,Campaign Lead,Campaign Execution & Performance,58
EMP-10018,adi_102025_003,Budget Owner,Budget Management & ROI,10
EMP-10018,adi_102025_007,Campaign Lead,Campaign Execution & Performance,49
EMP-10024,adi_102025_010,Campaign Lead,Campaign Execution & Performance,64
EMP-10023,adi_102025_010,Budget Owner,Budget Management & ROI,10
EMP-10024,adi_102025_008,Campaign Lead,Campaign Execution & Performance,44
EMP-10015,adi_102025_008,Budget Owner,Budget Management & ROI,18
EMP-10020,adi_102025_012,Campaign Lead,Campaign Execution & Performance,66
EMP-10019,adi_102025_012,Budget Owner,Budget Management & ROI,25
EMP-10017,adi_102025_008,Campaign Lead,Campaign Execution & Performance,49
EMP-10009,adi_102025_008,Budget Owner,Budget Management & ROI,22
EMP-10019,adi_102025_012,Campaign Lead,Campaign Execution & Performance,65
EMP-10006,adi_102025_012,Budget Owner,Budget Management & ROI,23
EMP-10022,adi_102025_001,Campaign Lead,Campaign Execution & Performance,47
EMP-10007,adi_102025_001,Budget Owner,Budget Management & ROI,20
EMP-10021,adi_102025_008,Campaign Lead,Campaign Execution & Performance,80
EMP-10016,adi_102025_008,Budget Owner,Budget Management & ROI,10
EMP-10020,adi_102025_012,Campaign Lead,Campaign Execution & Performance,80
EMP-10022,adi_102025_012,Budget Owner,Budget Management & ROI,21
EMP-10017,adi_102025_008,Campaign Lead,Campaign Execution & Performance,66
EMP-10006,adi_102025_008,Budget Owner,Budget Management & ROI,13
EMP-10018,adi_102025_012,Campaign Lead,Campaign Execution & Performance,74
EMP-10022,adi_102025_012,Budget Owner,Budget Management & ROI,10
EMP-10023,adi_102025_006,Campaign Lead,Campaign Execution & Performance,76
EMP-10011,adi_102025_006,Budget Owner,Budget Management & ROI,21
EMP-10023,adi_102025_011,Campaign Lead,Campaign Execution & Performance,43
EMP-10012,adi_102025_011,Budget Owner,Budget Management & ROI,17
EMP-10023,adi_102025_011,Campaign Lead,Campaign Execution & Performance,69
EMP-10019,adi_102025_011,Budget Owner,Budget Management & ROI,23
EMP-10017,adi_102025_006,Campaign Lead,Campaign Execution & Performance,43
EMP-10024,adi_102025_006,Budget Owner,Budget Management & ROI,17
EMP-10018,adi_102025_002,Campaign Lead,Campaign Execution & Performance,73
EMP-10020,adi_102025_002,Budget Owner,Budget Management & ROI,13
EMP-10017,adi_102025_009,Campaign Lead,Campaign Execution & Performance,61
EMP-10017,adi_102025_013,Campaign Lead,Campaign Execution & Performance,68
EMP-10011,adi_102025_013,Budget Owner,Budget Management & ROI,24
EMP-10021,adi_112025_004,Campaign Lead,Campaign Execution & Performance,74
EMP-10010,adi_112025_004,Budget Owner,Budget Management & ROI,24
EMP-10024,adi_112025_006,Campaign Lead,Campaign Execution & Performance,56
EMP-10023,adi_112025_006,Budget Owner,Budget Management & ROI,22
EMP-10020,adi_112025_012,Campaign Lead,Campaign Execution & Performance,64
EMP-10017,adi_112025_012,Budget Owner,Budget Management & ROI,13
EMP-10020,adi_112025_009,Campaign Lead,Campaign Execution & Performance,43
EMP-10021,adi_112025_009,Budget Owner,Budget Management & ROI,14
EMP-10024,adi_112025_005,Campaign Lead,Campaign Execution & Performance,50
EMP-10023,adi_112025_005,Budget Owner,Budget Management & ROI,16
EMP-10024,adi_112025_012,Campaign Lead,Campaign Execution & Performance,70
EMP-10015,adi_112025_012,Budget Owner,Budget Management & ROI,20
EMP-10024,adi_112025_009,Campaign Lead,Campaign Execution & Performance,48
EMP-10017,adi_112025_009,Budget Owner,Budget Management & ROI,11
EMP-10018,adi_112025_005,Campaign Lead,Campaign Execution & Performance,61
EMP-10016,adi_112025_005,Budget Owner,Budget Management & ROI,18
EMP-10023,adi_112025_012,Campaign Lead,Campaign Execution & Performance,43
EMP-10005,adi_112025_012,Budget Owner,Budget Management & ROI,17
EMP-10022,adi_112025_009,Campaign Lead,Campaign Execution & Performance,68
EMP-10007,adi_112025_009,Budget Owner,Budget Management & ROI,15
EMP-10023,adi_112025_005,Campaign Lead,Campaign Execution & Performance,59
EMP-10005,adi_112025_005,Budget Owner,Budget Management & ROI,20
EMP-10020,adi_112025_012,Campaign Lead,Campaign Execution & Performance,70
EMP-10013,adi_112025_012,Budget Owner,Budget Management & ROI,13
EMP-10017,adi_112025_009,Campaign Lead,Campaign Execution & Performance,69
EMP-10011,adi_112025_009,Budget Owner,Budget Management & ROI,23
EMP-10022,adi_112025_005,Campaign Lead,Campaign Execution & Performance,46
EMP-10010,adi_112025_005,Budget Owner,Budget Management & ROI,23
EMP-10018,adi_112025_009,Campaign Lead,Campaign Execution & Performance,42
EMP-10021,adi_112025_009,Budget Owner,Budget Management & ROI,10
EMP-10019,adi_112025_005,Campaign Lead,Campaign Execution & Performance,72
EMP-10008,adi_112025_005,Budget Owner,Budget Management & ROI,25
EMP-10021,adi_112025_012,Campaign Lead,Campaign Execution & Performance,44
EMP-10023,adi_112025_012,Budget Owner,Budget Management & ROI,14
EMP-10018,adi_112025_009,Campaign Lead,Campaign Execution & Performance,47
EMP-10020,adi_112025_009,Budget Owner,Budget Management & ROI,20
EMP-10018,adi_112025_005,Campaign Lead,Campaign Execution & Performance,56
EMP-10022,adi_112025_012,Campaign Lead,Campaign Execution & Performance,66
EMP-10010,adi_112025_012,Budget Owner,Budget Management & ROI,24
EMP-10018,adi_112025_002,Campaign Lead,Campaign Execution & Performance,71
EMP-10009,adi_112025_002,Budget Owner,Budget Management & ROI,22
EMP-10023,adi_112025_002,Campaign Lead,Campaign Execution & Performance,74
EMP-10007,adi_112025_002,Budget Owner,Budget Management & ROI,15
EMP-10017,adi_112025_002,Campaign Lead,Campaign Execution & Performance,52
EMP-10005,adi_112025_002,Budget Owner,Budget Management & ROI,25
EMP-10022,adi_112025_002,Campaign Lead,Campaign Execution & Performance,78
EMP-10011,adi_112025_002,Budget Owner,Budget Management & ROI,12
EMP-10021,adi_112025_001,Campaign Lead,Campaign Execution & Performance,72
EMP-10013,adi_112025_001,Budget Owner,Budget Management & ROI,23
EMP-10019,adi_112025_002,Campaign Lead,Campaign Execution & Performance,54
EMP-10022,adi_112025_002,Budget Owner,Budget Management & ROI,21
EMP-10019,adi_112025_002,Campaign Lead,Campaign Execution & Performance,53
EMP-10012,adi_112025_002,Budget Owner,Budget Management & ROI,12
EMP-10024,adi_112025_002,Campaign Lead,Campaign Execution & Performance,67
EMP-10018,adi_112025_002,Budget Owner,Budget Management & ROI,14
EMP-10024,adi_112025_007,Campaign Lead,Campaign Execution & Performance,42
EMP-10006,adi_112025_007,Budget Owner,Budget Management & ROI,15
EMP-10022,adi_112025_003,Campaign Lead,Campaign Execution & Performance,76
EMP-10007,adi_112025_003,Budget Owner,Budget Management & ROI,12
EMP-10022,adi_112025_010,Campaign Lead,Campaign Execution & Performance,40
EMP-10018,adi_112025_010,Budget Owner,Budget Management & ROI,23
EMP-10024,adi_112025_010,Campaign Lead,Campaign Execution & Performance,63
EMP-10017,adi_112025_010,Budget Owner,Budget Management & ROI,21
EMP-10023,adi_112025_003,Campaign Lead,Campaign Execution & Performance,47
EMP-10007,adi_112025_003,Budget Owner,Budget Management & ROI,14
EMP-10023,adi_112025_013,Campaign Lead,Campaign Execution & Performance,80
EMP-10016,adi_112025_013,Budget Owner,Budget Management & ROI,22
EMP-10022,adi_112025_008,Campaign Lead,Campaign Execution & Performance,43
EMP-10017,adi_112025_008,Budget Owner,Budget Management & ROI,11
EMP-10024,adi_112025_011,Campaign Lead,Campaign Execution & Performance,52
EMP-10013,adi_112025_011,Budget Owner,Budget Management & ROI,20
EMP-10020,adi_122025_008,Campaign Lead,Campaign Execution & Performance,67
EMP-10006,adi_122025_008,Budget Owner,Budget Management & ROI,25
EMP-10022,adi_122025_009,Campaign Lead,Campaign Execution & Performance,40
EMP-10010,adi_122025_009,Budget Owner,Budget Management & ROI,11
EMP-10020,adi_122025_005,Campaign Lead,Campaign Execution & Performance,50
EMP-10012,adi_122025_005,Budget Owner,Budget Management & ROI,12
EMP-10017,adi_122025_005,Campaign Lead,Campaign Execution & Performance,74
EMP-10007,adi_122025_005,Budget Owner,Budget Management & ROI,17
EMP-10017,adi_122025_005,Campaign Lead,Campaign Execution & Performance,47
EMP-10010,adi_122025_005,Budget Owner,Budget Management & ROI,12
EMP-10020,adi_122025_005,Campaign Lead,Campaign Execution & Performance,76
EMP-10017,adi_122025_005,Budget Owner,Budget Management & ROI,16
EMP-10020,adi_122025_005,Campaign Lead,Campaign Execution & Performance,59
EMP-10021,adi_122025_005,Budget Owner,Budget Management & ROI,12
EMP-10023,adi_122025_002,Campaign Lead,Campaign Execution & Performance,56
EMP-10010,adi_122025_002,Budget Owner,Budget Management & ROI,15
EMP-10020,adi_122025_003,Campaign Lead,Campaign Execution & Performance,54
EMP-10019,adi_122025_003,Budget Owner,Budget Management & ROI,24
EMP-10020,adi_122025_004,Campaign Lead,Campaign Execution & Performance,64
EMP-10018,adi_122025_004,Budget Owner,Budget Management & ROI,24
EMP-10017,adi_122025_003,Campaign Lead,Campaign Execution & Performance,67
EMP-10021,adi_122025_003,Budget Owner,Budget Management & ROI,12
EMP-10018,adi_122025_012,Campaign Lead,Campaign Execution & Performance,73
EMP-10010,adi_122025_012,Budget Owner,Budget Management & ROI,11
EMP-10020,adi_122025_004,Campaign Lead,Campaign Execution & Performance,42
EMP-10023,adi_122025_004,Budget Owner,Budget Management & ROI,10
EMP-10020,adi_122025_003,Campaign Lead,Campaign Execution & Performance,73
EMP-10009,adi_122025_003,Budget Owner,Budget Management & ROI,23
EMP-10023,adi_122025_012,Campaign Lead,Campaign Execution & Performance,42
EMP-10013,adi_122025_012,Budget Owner,Budget Management & ROI,15
EMP-10022,adi_122025_004,Campaign Lead,Campaign Execution & Performance,63
EMP-10023,adi_122025_003,Campaign Lead,Campaign Execution & Performance,50
EMP-10024,adi_122025_003,Budget Owner,Budget Management & ROI,19
EMP-10019,adi_122025_012,Campaign Lead,Campaign Execution & Performance,75
EMP-10013,adi_122025_012,Budget Owner,Budget Management & ROI,10
EMP-10023,adi_122025_004,Campaign Lead,Campaign Execution & Performance,70
EMP-10015,adi_122025_004,Budget Owner,Budget Management & ROI,13
EMP-10022,adi_122025_012,Campaign Lead,Campaign Execution & Performance,67
EMP-10009,adi_122025_012,Budget Owner,Budget Management & ROI,18
EMP-10022,adi_122025_007,Campaign Lead,Campaign Execution & Performance,67
EMP-10008,adi_122025_007,Budget Owner,Budget Management & ROI,15
EMP-10017,adi_122025_014,Campaign Lead,Campaign Execution & Performance,78
EMP-10020,adi_122025_014,Budget Owner,Budget Management & ROI,23
EMP-10017,adi_122025_007,Campaign Lead,Campaign Execution & Performance,59
EMP-10022,adi_122025_007,Budget Owner,Budget Management & ROI,24
EMP-10024,adi_122025_014,Campaign Lead,Campaign Execution & Performance,75
EMP-10011,adi_122025_014,Budget Owner,Budget Management & ROI,11
EMP-10019,adi_122025_001,Campaign Lead,Campaign Execution & Performance,80
EMP-10014,adi_122025_001,Budget Owner,Budget Management & ROI,23
EMP-10023,adi_122025_007,Campaign Lead,Campaign Execution & Performance,57
EMP-10016,adi_122025_007,Budget Owner,Budget Management & ROI,17
EMP-10017,adi_122025_014,Campaign Lead,Campaign Execution & Performance,69
EMP-10022,adi_122025_014,Budget Owner,Budget Management & ROI,13
EMP-10020,adi_122025_007,Campaign Lead,Campaign Execution & Performance,53
EMP-10016,adi_122025_007,Budget Owner,Budget Management & ROI,20
EMP-10018,adi_122025_014,Campaign Lead,Campaign Execution & Performance,64
EMP-10022,adi_122025_013,Campaign Lead,Campaign Execution & Performance,42
EMP-10023,adi_122025_013,Budget Owner,Budget Management & ROI,14
EMP-10022,adi_122025_006,Campaign Lead,Campaign Execution & Performance,42
EMP-10017,adi_122025_006,Budget Owner,Budget Management & ROI,22
EMP-10023,adi_122025_006,Campaign Lead,Campaign Execution & Performance,51
EMP-10015,adi_122025_006,Budget Owner,Budget Management & ROI,24
EMP-10024,adi_122025_013,Campaign Lead,Campaign Execution & Performance,68
EMP-10011,adi_122025_013,Budget Owner,Budget Management & ROI,17
EMP-10018,CMP_122025_015,Campaign Lead,Campaign Execution & Performance,62
EMP-10017,CMP_122025_015,Budget Owner,Budget Management & ROI,23
EMP-10019,adi_122025_010,Campaign Lead,Campaign Execution & Performance,60
EMP-10011,adi_122025_010,Budget Owner,Budget Management & ROI,12
EMP-10020,adi_122025_011,Campaign Lead,Campaign Execution & Performance,48
EMP-10018,adi_122025_011,Budget Owner,Budget Management & ROI,22
